Point_X (m),Point_Y (m),Point_Z (m),Point_V (m/s),Point_azimuth (deg),Point_elevation (deg),Point_snr (dB),Point_Power (dB),Point_Valid (-),Point_Probability (-),Point_Mstate (-),Point_Class (-)
2.0308068,-2.3290875,-0.36059782,-0.063595369,-48.91,-6.6500001,16.94,27.35,1.0,0.0,0.0,0.0
2.0321732,-2.3304749,-0.36635789,0.0,-48.73,-6.7800002,21.22,31.22,1.0,0.0,0.0,0.0
2.0354578,-2.5451903,-0.37072223,0.063595369,-48.860001,-6.8299999,17.08,27.08,1.0,0.0,0.0,0.0
2.1785643,-2.7389624,-0.23939013,0.0,-49.43,-4.0799999,19.19,29.98,1.0,0.0,0.0,0.0
2.3023915,-2.7303932,-0.3065123,0.0,-49.939999,-4.8899999,21.06,31.85,1.0,0.0,0.0,0.0
2.3168683,-3.15573,-0.31134117,-0.063595369,-49.68,-4.96,17.02,28.16,1.0,0.0,0.0,0.0
2.5510559,-3.1558177,-0.300235,0.063595369,-51.040001,-4.23,18.04,27.58,1.0,0.0,0.0,0.0
2.5530155,-3.3037968,-0.31009901,0.0,-51.02,-4.3600001,21.59,31.13,1.0,0.0,0.0,0.0
2.6634312,-3.3101861,-0.30145565,0.063595369,-51.119999,-4.0599999,16.35,26.76,1.0,0.0,0.0,0.0
2.6744075,-3.6125832,-0.30611783,0.0,-51.060001,-4.1100001,20.05,30.84,1.0,0.0,0.0,0.0
3.4570088,-3.6328168,-0.32896566,-0.063595369,-46.259998,-3.76,17.41,26.95,1.0,0.0,0.0,0.0
3.4735801,-3.6229868,-0.32370418,0.0,-46.279999,-3.6800001,20.35,30.35,1.0,0.0,0.0,0.0
3.4938819,-3.959748,-0.32204032,0.063595369,-46.029999,-3.6600001,16.49,26.49,1.0,0.0,0.0,0.0
4.3672743,-3.9597588,-0.44352812,0.063595369,-42.189999,-4.3000002,41.33,52.47,1.0,87.0,0.0,0.0
4.367692,-3.9593341,-0.44076538,0.0,-42.189999,-4.27,46.13,56.92,1.0,100.0,0.0,0.0
4.3677163,-6.56534,-0.43953693,-0.063595369,-42.189999,-4.2600002,41.02,52.48,1.0,84.0,0.0,0.0
4.9880724,-3.0290172,-0.064596102,-0.063595369,-52.77,-0.44,28.2,39.96,1.0,0.0,0.0,0.0
5.0410686,-3.0347574,0.038793854,0.0,-31.0,0.37,42.8,54.56,1.0,100.0,0.0,0.0
5.0748601,-3.0308578,0.0052564917,0.12719074,-30.870001,0.050000001,25.83,36.97,1.0,0.0,0.0,0.0
5.0757303,-3.0301552,0.016465427,0.063595369,-30.84,0.15000001,41.33,52.47,1.0,87.0,0.0,0.0
5.0758395,-3.0304863,0.022101562,-0.063595369,-30.83,0.20999999,41.02,52.48,1.0,84.0,0.0,0.0
5.0760698,-3.0280464,0.019190067,0.0,-30.83,0.18000001,46.13,56.92,1.0,100.0,0.0,0.0
5.0786333,-5.8898315,0.022732623,-0.12719074,-30.799999,0.22,25.41,36.87,1.0,0.0,0.0,0.0
5.107718,-5.8925261,-0.048737153,0.0,-49.060001,-0.34999999,37.6,49.64,1.0,98.0,0.0,0.0
5.1100211,-3.067148,-0.046770263,-0.063595369,-49.060001,-0.34,32.95,44.99,1.0,41.0,0.0,0.0
5.1643887,-3.0658073,-0.0073144324,0.063595369,-30.700001,-0.059999999,32.85,43.65,1.0,48.0,0.0,0.0
5.1649489,-3.0658073,-0.005230811,0.0,-30.690001,-0.039999999,36.93,48.07,1.0,60.0,0.0,0.0
