Point_X (m),Point_Y (m),Point_Z (m),Point_V (m/s),Point_azimuth (deg),Point_elevation (deg),Point_snr (dB),Point_Power (dB),Point_Valid (-),Point_Probability (-),Point_Mstate (-),Point_Class (-)
2.0254076,-2.2940228,-0.36040199,0.0,-48.549999,-6.71,20.09,30.88,1.0,0.0,0.0,0.0
2.1731517,-2.7426882,-0.22408466,0.0,-49.599998,-3.8199999,18.14,29.28,1.0,0.0,0.0,0.0
2.3204432,-3.1625752,-0.30826801,0.063595369,-49.759998,-4.9000001,17.8,28.21,1.0,0.0,0.0,0.0
2.5825679,-3.166831,-0.29818401,0.0,-50.759998,-4.1700001,21.0,31.41,1.0,0.0,0.0,0.0
2.5978494,-3.2935448,-0.29874101,-0.063595369,-50.630001,-4.1700001,17.68,27.68,1.0,0.0,0.0,0.0
2.697264,-3.6507859,-0.29286015,0.0,-50.68,-3.9300001,22.59,31.62,1.0,0.0,0.0,0.0
3.4768345,-3.6517472,-0.35602748,0.063595369,-46.389999,-4.0300002,15.63,26.05,1.0,0.0,0.0,0.0
3.4803915,-3.959537,-0.33461106,0.0,-46.369999,-3.79,20.49,30.03,1.0,0.0,0.0,0.0
4.3683748,-3.959455,-0.43621898,0.0,-42.18,-4.23,46.47,56.88,1.0,100.0,0.0,0.0
4.369607,-6.3998384,-0.43619838,-0.063595369,-42.18,-4.23,42.01,52.42,1.0,78.0,0.0,0.0
4.8412452,-6.5310459,-0.086354882,0.063595369,-52.889999,-0.61000001,31.62,44.41,1.0,61.0,0.0,0.0
5.0072737,-6.5265841,-0.11830043,-0.063595369,-52.52,-0.81999999,28.27,39.41,1.0,0.0,0.0,0.0
5.0172715,-6.520442,-0.12890004,0.0,-52.439999,-0.88999999,32.78,44.24,1.0,78.0,0.0,0.0
5.0319009,-3.029072,-0.13098708,0.063595369,-52.34,-0.91000003,28.93,40.4,1.0,9.0,0.0,0.0
5.0412965,-3.0257885,0.033664163,0.0,-30.99,0.31999999,44.98,54.52,1.0,100.0,0.0,0.0
5.0744715,-3.0296214,0.02114832,0.12719074,-30.799999,0.2,26.2,36.99,1.0,0.0,0.0,0.0
5.075572,-3.0303664,0.015901906,0.063595369,-30.83,0.15000001,41.35,52.49,1.0,81.0,0.0,0.0
5.076169,-3.0309217,0.017457372,0.0,-30.83,0.16,46.47,56.88,1.0,100.0,0.0,0.0
5.0768228,-3.038017,0.020091431,-0.063595369,-30.83,0.19,42.01,52.42,1.0,78.0,0.0,0.0
5.0820899,-3.0644581,0.027134882,-0.12719074,-30.870001,0.25999999,26.39,36.8,1.0,0.0,0.0,0.0
5.1670356,-3.0656505,-0.011470014,0.0,-30.67,-0.1,37.25,48.04,1.0,74.0,0.0,0.0
5.1673102,-3.063421,-0.006803893,-0.063595369,-30.67,-0.059999999,33.22,43.64,1.0,16.0,0.0,0.0
5.1673508,-3.0593376,-0.011643987,0.063595369,-30.66,-0.11,32.44,43.58,1.0,5.0,0.0,0.0
5.1827359,-5.9965386,0.0091389222,0.12719074,-30.549999,0.079999998,17.06,28.2,1.0,0.0,0.0,0.0
5.3056831,-5.9996452,-0.038795911,-0.063595369,-48.490002,-0.27000001,31.15,43.94,1.0,35.0,0.0,0.0
5.3210702,-4.8060894,-0.045529481,0.0,-48.43,-0.31999999,35.74,48.53,1.0,100.0,0.0,0.0
5.3456721,-4.8060894,-0.90863878,0.0,-41.950001,-7.1999998,37.84,49.3,1.0,97.0,0.0,0.0
5.5836205,-6.4986506,0.90088052,-0.063595369,-49.330002,6.0,23.78,35.82,1.0,0.0,0.0,0.0
5.5855417,-2.9938791,-0.44866878,-0.063595369,-28.190001,-4.04,22.76,33.9,1.0,0.0,0.0,0.0
5.586144,-2.9960246,-0.4449915,0.063595369,-28.200001,-4.0100002,22.49,33.63,1.0,0.0,0.0,0.0
5.5863853,-2.9904726,-0.44310319,0.0,-28.16,-4.0,26.8,37.94,1.0,0.0,0.0,0.0
5.7373886,-4.8474331,0.40298969,0.12719074,-40.189999,3.0699999,23.7,35.47,1.0,0.0,0.0,0.0
5.8060708,-4.9155402,0.37986124,0.12719074,-40.25,2.8499999,25.92,37.68,1.0,0.0,0.0,0.0
5.8271155,-6.6780634,0.62546885,-0.063595369,-48.889999,4.0300002,27.35,39.91,1.0,0.0,0.0,0.0
5.8283172,-6.6798515,0.60374582,0.0,-48.889999,3.8900001,32.26,44.57,1.0,89.0,0.0,0.0
5.8299284,-6.6810503,0.58573002,0.063595369,-48.889999,3.77,28.2,40.51,1.0,22.0,0.0,0.0
5.9286718,-4.6225724,0.42549556,-0.12719074,-37.939999,3.23,23.75,36.05,1.0,0.0,0.0,0.0
6.0125284,-4.6684117,0.42005125,-0.12719074,-37.82,3.1500001,27.11,39.15,1.0,0.0,0.0,0.0
6.0407948,-4.6528153,0.41980192,-0.063595369,-37.599998,3.1500001,39.13,51.17,1.0,86.0,0.0,0.0
6.064815,-4.623065,0.42404035,0.0,-37.310001,3.1800001,42.64,54.68,1.0,100.0,0.0,0.0
6.0665154,-3.7937517,-1.1424353,0.0,-32.02,-9.0699997,37.84,49.3,1.0,97.0,0.0,0.0
6.08249,-4.5910044,0.42001975,0.063595369,-37.040001,3.1500001,38.35,50.39,1.0,69.0,0.0,0.0
6.0991855,-4.7483411,0.36841622,-0.12719074,-37.900002,2.72,22.01,34.05,1.0,0.0,0.0,0.0
6.1429291,-4.7346125,0.3509759,-0.063595369,-37.619999,2.5899999,34.99,47.03,1.0,44.0,0.0,0.0
6.1793971,-4.7244287,0.0046254708,0.0,-37.389999,0.029999999,38.71,51.01,1.0,87.0,0.0,0.0
6.9392323,9.2886925,-0.71706849,-0.063595369,53.23,-3.53,17.42,29.19,1.0,0.0,0.0,0.0
6.9556308,9.2607002,-0.80278391,0.063595369,53.09,-3.96,16.94,29.25,1.0,0.0,0.0,0.0
6.9679275,9.2767553,-0.7450186,0.0,53.080002,-3.6700001,21.15,33.19,1.0,0.0,0.0,0.0
6.9742961,-6.4680247,0.51611984,-0.063595369,-42.84,3.0999999,25.38,37.14,1.0,0.0,0.0,0.0
6.9787822,-6.4893217,0.51898098,0.0,-42.91,3.1099999,32.06,43.52,1.0,61.0,0.0,0.0
6.9847641,-6.5102119,0.52340418,0.063595369,-42.98,3.1300001,29.87,41.33,1.0,0.0,0.0,0.0
6.98773,-6.5312114,0.55611569,0.12719074,-43.060001,3.3199999,19.47,30.61,1.0,0.0,0.0,0.0
7.0569539,-6.5572181,0.51906419,0.063595369,-42.889999,3.0799999,25.46,37.76,1.0,0.0,0.0,0.0
7.0604243,-6.5579643,0.50345969,0.0,-42.880001,2.99,27.79,39.84,1.0,43.0,0.0,0.0
7.0722351,-6.5640664,0.48121655,-0.063595369,-42.860001,2.8499999,21.54,33.58,1.0,0.0,0.0,0.0
7.0797229,-6.5742803,0.55475044,0.12719074,-42.880001,3.28,15.74,28.04,1.0,0.0,0.0,0.0
8.2747383,10.267519,-1.6712655,0.0,51.130001,-7.2199998,26.86,40.08,1.0,0.0,0.0,0.0
8.2764454,10.2693,-1.6603444,0.063595369,51.130001,-7.1700001,22.53,35.75,1.0,0.0,0.0,0.0
8.2818213,10.270567,-1.6658006,-0.063595369,51.110001,-7.1900001,22.6,35.61,1.0,0.0,0.0,0.0
8.2830353,10.220922,0.92244971,0.0,50.970001,4.0100002,28.49,41.71,1.0,0.0,0.0,0.0
8.2857962,10.217931,0.91347724,0.063595369,50.959999,3.97,24.27,37.28,1.0,0.0,0.0,0.0
8.2878933,10.219584,0.92770606,-0.063595369,50.950001,4.0300002,23.93,37.15,1.0,0.0,0.0,0.0
10.681911,-9.05439,-0.54324162,0.063595369,-40.279999,-2.22,17.96,30.75,1.0,0.0,0.0,0.0
10.682016,-9.0542183,-0.45581684,0.0,-40.279999,-1.86,22.05,34.84,1.0,0.0,0.0,0.0
10.819163,-5.8123598,-0.36495474,-0.063595369,-28.24,-1.7,21.81,33.85,1.0,0.0,0.0,0.0
10.826057,-5.8006773,-0.35925549,0.0,-28.18,-1.67,26.07,38.11,1.0,0.0,0.0,0.0
