X,Y,Z,Reflectivity
9.774,-0.317,-0.873,2.0
9.287,-0.303,-0.883,0.0
8.847,-0.29,-0.892,0.0
8.44,-0.279,-0.9,0.0
8.108,-0.269,-0.912,0.0
7.775,-0.26,-0.919,0.0
9.739,-0.328,-0.878,1.0
9.23,-0.312,-0.885,0.0
8.785,-0.299,-0.892,0.0
8.385,-0.287,-0.901,0.0
8.064,-0.278,-0.913,0.0
7.749,-0.269,-0.922,0.0
9.652,-0.337,-0.877,0.0
9.186,-0.323,-0.887,0.0
8.727,-0.308,-0.893,0.0
8.353,-0.297,-0.903,0.0
8.02,-0.287,-0.914,0.0
7.71,-0.278,-0.923,0.0
9.583,-0.347,-0.877,0.0
9.131,-0.332,-0.888,0.0
8.686,-0.318,-0.894,0.0
8.309,-0.306,-0.904,0.0
7.986,-0.296,-0.915,0.0
7.677,-0.286,-0.924,0.0
9.531,-0.357,-0.879,0.0
9.067,-0.342,-0.887,0.0
8.642,-0.328,-0.895,0.0
8.282,-0.316,-0.906,0.0
7.953,-0.305,-0.916,0.0
7.637,-0.295,-0.924,0.0
9.47,-0.367,-0.878,0.0
9.031,-0.352,-0.889,0.0
8.607,-0.337,-0.897,0.0
8.228,-0.324,-0.905,0.0
7.913,-0.314,-0.916,0.0
7.615,-0.304,-0.925,0.0
9.416,-0.377,-0.879,0.0
8.976,-0.361,-0.889,0.0
8.569,-0.347,-0.898,0.0
8.185,-0.333,-0.905,0.0
7.893,-0.323,-0.918,0.0
7.57,-0.312,-0.924,0.0
9.39,-0.388,-0.881,0.0
8.943,-0.372,-0.89,0.0
8.531,-0.356,-0.898,0.0
8.162,-0.343,-0.906,0.0
7.885,-0.333,-0.921,0.0
7.554,-0.321,-0.926,0.0
9.353,-0.398,-0.882,0.0
8.922,-0.382,-0.892,0.0
8.5,-0.366,-0.898,0.0
8.124,-0.352,-0.906,0.0
7.849,-0.341,-0.92,0.0
7.529,-0.329,-0.926,0.0
9.324,-0.409,-0.883,0.0
8.863,-0.391,-0.89,0.0
8.481,-0.376,-0.9,0.0
8.123,-0.362,-0.909,0.0
7.805,-0.35,-0.918,0.0
7.52,-0.339,-0.927,0.0
9.299,-0.42,-0.884,0.0
8.833,-0.401,-0.89,0.0
8.459,-0.386,-0.9,0.0
8.105,-0.371,-0.91,0.0
7.791,-0.359,-0.919,0.0
7.507,-0.348,-0.928,0.0
9.263,-0.43,-0.884,0.0
8.823,-0.412,-0.892,0.0
8.417,-0.395,-0.899,0.0
8.072,-0.38,-0.908,0.0
7.776,-0.368,-0.92,0.0
7.489,-0.357,-0.928,0.0
9.246,-0.441,-0.885,0.0
8.796,-0.421,-0.891,0.0
8.421,-0.406,-0.901,0.0
8.045,-0.389,-0.907,0.0
7.772,-0.378,-0.921,0.0
7.483,-0.366,-0.929,0.0
9.239,-0.452,-0.886,0.0
8.779,-0.432,-0.892,0.0
8.399,-0.415,-0.901,0.0
8.033,-0.399,-0.908,0.0
7.752,-0.387,-0.92,0.0
7.452,-0.374,-0.927,0.0
9.22,-0.463,-0.886,0.0
8.773,-0.443,-0.893,0.0
8.395,-0.426,-0.902,0.0
8.023,-0.409,-0.908,0.0
7.742,-0.396,-0.92,0.0
7.455,-0.383,-0.929,0.0
9.187,-0.473,-0.884,0.0
8.757,-0.453,-0.892,0.0
8.364,-0.434,-0.899,0.0
8.02,-0.419,-0.909,0.0
7.737,-0.406,-0.921,0.0
7.441,-0.392,-0.928,0.0
9.202,-0.485,-0.887,0.0
8.745,-0.463,-0.892,0.0
8.365,-0.445,-0.9,0.0
8.028,-0.429,-0.91,0.0
7.742,-0.416,-0.922,0.0
7.435,-0.401,-0.927,0.0
9.19,-0.496,-0.886,0.0
8.744,-0.474,-0.892,0.0
8.382,-0.456,-0.902,0.0
8.022,-0.439,-0.91,0.0
7.741,-0.425,-0.922,0.0
7.445,-0.411,-0.929,0.0
9.184,-0.507,-0.885,0.0
8.749,-0.485,-0.893,0.0
8.367,-0.466,-0.901,0.0
8.027,-0.449,-0.91,0.0
7.734,-0.434,-0.921,0.0
7.455,-0.421,-0.93,0.0
9.181,-0.518,-0.885,0.0
8.762,-0.496,-0.894,0.0
8.391,-0.477,-0.903,0.0
8.023,-0.458,-0.909,0.0
7.734,-0.444,-0.92,0.0
7.438,-0.428,-0.927,0.0
9.202,-0.53,-0.886,0.0
8.762,-0.507,-0.893,0.0
8.382,-0.487,-0.901,0.0
8.049,-0.469,-0.912,0.0
7.757,-0.454,-0.922,0.0
7.454,-0.438,-0.928,0.0
9.203,-0.541,-0.885,0.0
8.774,-0.518,-0.893,0.0
8.374,-0.496,-0.899,0.0
8.054,-0.479,-0.911,0.0
7.745,-0.463,-0.92,0.0
7.46,-0.447,-0.928,0.0
9.215,-0.553,-0.885,0.0
8.782,-0.529,-0.892,0.0
8.389,-0.507,-0.899,0.0
8.05,-0.488,-0.909,0.0
7.771,-0.473,-0.921,0.0
7.473,-0.457,-0.928,0.0
9.224,-0.564,-0.884,0.0
8.795,-0.539,-0.892,0.0
8.407,-0.518,-0.899,0.0
8.074,-0.499,-0.91,0.0
7.766,-0.482,-0.919,0.0
7.477,-0.466,-0.926,0.0
9.251,-0.576,-0.884,0.0
8.825,-0.551,-0.892,0.0
8.442,-0.529,-0.901,0.0
8.088,-0.509,-0.909,0.0
7.794,-0.492,-0.92,0.0
7.495,-0.475,-0.927,0.0
9.293,-0.589,-0.885,0.0
8.856,-0.563,-0.893,0.0
8.459,-0.54,-0.9,0.0
8.113,-0.52,-0.909,0.0
7.82,-0.503,-0.92,0.0
7.512,-0.485,-0.926,0.0
9.319,-0.601,-0.885,0.0
8.869,-0.574,-0.891,0.0
8.492,-0.552,-0.9,0.0
8.134,-0.53,-0.909,0.0
7.834,-0.512,-0.919,0.0
7.52,-0.494,-0.924,0.0
9.348,-0.613,-0.884,0.0
8.898,-0.585,-0.891,0.0
8.505,-0.562,-0.898,0.0
8.156,-0.54,-0.908,0.0
7.857,-0.522,-0.918,0.0
7.539,-0.503,-0.923,0.0
9.377,-0.625,-0.883,0.0
8.952,-0.598,-0.892,0.0
8.562,-0.574,-0.901,0.0
8.185,-0.551,-0.907,0.0
7.878,-0.532,-0.917,0.0
7.577,-0.513,-0.924,0.0
9.427,-0.638,-0.883,0.0
8.967,-0.609,-0.889,0.0
8.568,-0.584,-0.897,0.0
8.196,-0.56,-0.905,0.0
7.9,-0.542,-0.916,0.0
7.603,-0.523,-0.924,0.0
9.456,-0.65,-0.881,0.0
9.008,-0.621,-0.889,0.0
8.614,-0.596,-0.898,0.0
8.265,-0.573,-0.908,0.0
7.941,-0.553,-0.916,0.0
7.619,-0.532,-0.922,0.0
9.498,-0.662,-0.88,0.0
9.071,-0.634,-0.89,0.0
8.653,-0.607,-0.897,0.0
8.295,-0.583,-0.906,0.0
7.956,-0.561,-0.914,0.0
