Point_X (m),Point_Y (m),Point_Z (m),Point_V (m/s),Point_azimuth (deg),Point_elevation (deg),Point_snr (dB),Point_Power (dB),Point_Valid (-),Point_Probability (-),Point_Mstate (-),Point_Class (-)
2.871762,8.1081333,-0.70235068,-0.063595369,70.489998,-4.6599998,22.57,35.58,1.0,0.0,0.0,0.0
2.8797851,1.4377345,-0.7091611,0.0,70.43,-4.71,27.18,39.97,1.0,15.0,0.0,0.0
3.259269,0.45558694,-0.32201508,0.0,23.799999,-5.1599998,24.82,34.36,1.0,0.0,0.0,0.0
3.2606566,1.5313482,-0.49314845,0.0,7.9499998,-8.5100002,25.74,36.53,1.0,0.0,0.0,0.0
3.5157714,0.71863878,-0.38619402,0.0,23.530001,-5.75,26.61,36.15,1.0,0.0,0.0,0.0
4.0021181,0.77226126,-0.49414191,0.0,10.17,-6.9200001,25.36,36.15,1.0,0.0,0.0,0.0
4.2504549,0.77234185,-0.50256515,0.063595369,10.29,-6.6300001,23.08,33.49,1.0,0.0,0.0,0.0
4.2538009,0.77133232,-0.50454843,0.0,10.29,-6.6500001,27.45,37.86,1.0,0.0,0.0,0.0
4.2556911,-13.965269,-0.50381953,-0.063595369,10.27,-6.6399999,22.95,33.36,1.0,0.0,0.0,0.0
5.7567635,0.42976573,-0.43595037,0.0,-67.589996,-1.65,20.28,33.7,1.0,0.0,0.0,0.0
6.1325774,0.43119749,-0.46558434,0.063595369,4.0,-4.3299999,26.11,36.91,1.0,0.0,0.0,0.0
6.1331215,0.43259981,-0.46564454,0.0,4.02,-4.3299999,30.49,41.28,1.0,0.0,0.0,0.0
6.1331968,0.4394055,-0.46226752,-0.063595369,4.0300002,-4.29,26.03,36.82,1.0,0.0,0.0,0.0
6.3012056,0.43962008,-0.50335914,0.063595369,3.98,-4.5500002,34.99,45.79,1.0,29.0,0.0,0.0
6.3015065,0.43976185,-0.50285041,0.0,3.99,-4.5500002,39.42,50.21,1.0,100.0,0.0,0.0
6.3018336,0.99060327,-0.50098461,-0.063595369,3.99,-4.5300002,34.63,45.76,1.0,53.0,0.0,0.0
