Point_X (m),Point_Y (m),Point_Z (m),Point_V (m/s),Point_azimuth (deg),Point_elevation (deg),Point_snr (dB),Point_Power (dB),Point_Valid (-),Point_Probability (-),Point_Mstate (-),Point_Class (-)
2.8473952,8.1152802,0.56362158,-0.063595369,70.660004,3.74,23.57,35.33,1.0,0.0,0.0,0.0
3.2602658,1.4400886,-0.49442253,0.0,7.9499998,-8.54,26.46,36.46,1.0,0.0,0.0,0.0
3.2611303,1.5296863,-0.32427052,0.0,23.82,-5.1900001,24.34,34.34,1.0,0.0,0.0,0.0
3.5172005,0.71987891,-0.38701358,0.0,23.5,-5.7600002,27.18,36.21,1.0,0.0,0.0,0.0
4.0002456,0.7754966,-0.49543267,0.0,10.2,-6.9400001,26.18,36.18,1.0,0.0,0.0,0.0
4.2535195,0.77631664,-0.50576371,0.063595369,10.33,-6.6700001,23.04,33.45,1.0,0.0,0.0,0.0
4.2550621,0.77437884,-0.50232738,-0.063595369,10.33,-6.6199999,22.32,33.46,1.0,0.0,0.0,0.0
4.2556438,-13.976992,-0.50164175,0.0,10.31,-6.6100001,27.06,37.85,1.0,0.0,0.0,0.0
5.7418962,0.43181235,-0.40231931,0.0,-67.660004,-1.52,19.79,33.94,1.0,0.0,0.0,0.0
6.1328807,0.43078184,-0.46477407,0.063595369,4.02,-4.3200002,25.73,36.87,1.0,0.0,0.0,0.0
6.1331582,0.42981821,-0.46423876,0.0,4.0100002,-4.3099999,29.84,41.3,1.0,33.0,0.0,0.0
6.133224,0.43952525,-0.46016511,-0.063595369,4.0,-4.2800002,25.43,36.89,1.0,0.0,0.0,0.0
6.3012357,0.43935969,-0.49968672,-0.063595369,3.99,-4.52,34.97,45.76,1.0,60.0,0.0,0.0
6.3014216,0.43947047,-0.50399721,0.063595369,3.98,-4.5599999,34.31,45.77,1.0,44.0,0.0,0.0
6.3014526,0.99054897,-0.50260329,0.0,3.98,-4.54,39.06,50.2,1.0,100.0,0.0,0.0
