X,Y,Z,Reflectivity
84.315,0.713,0.169,4.0
0.0,0.0,0.0,0.0
48.428,0.387,-0.408,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
26.883,0.197,-0.651,0.0
86.265,0.615,0.317,1.0
0.0,0.0,0.0,0.0
48.749,0.326,-0.329,0.0
40.293,0.26,-0.487,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
97.777,0.568,0.527,3.0
0.0,0.0,0.0,0.0
52.453,0.282,-0.264,0.0
42.813,0.221,-0.443,1.0
34.136,0.169,-0.531,0.0
29.352,0.139,-0.61,0.0
110.829,0.503,0.788,7.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
31.129,0.108,-0.592,0.0
111.1,0.366,0.984,12.0
94.345,0.291,0.344,2.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
33.122,0.075,-0.572,0.0
111.124,0.229,1.182,20.0
104.343,0.194,0.568,2.0
0.0,0.0,0.0,0.0
51.915,0.076,-0.262,0.0
45.073,0.056,-0.462,1.0
35.554,0.037,-0.549,0.0
111.14,0.096,1.384,18.0
110.982,0.073,0.807,12.0
95.654,0.046,0.196,1.0
43.34,0.012,-0.14,0.0
45.491,0.004,-0.384,1.0
37.641,-0.003,-0.513,0.0
117.325,-0.033,1.673,11.0
117.351,-0.055,1.064,14.0
99.004,-0.064,0.383,2.0
0.0,0.0,0.0,0.0
50.526,-0.052,-0.333,0.0
41.158,-0.05,-0.485,0.0
112.584,-0.157,1.811,7.0
119.752,-0.19,1.306,16.0
110.734,-0.195,0.632,9.0
0.0,0.0,0.0,0.0
51.725,-0.11,-0.246,0.0
45.055,-0.103,-0.448,1.0
114.114,-0.284,2.046,8.0
119.717,-0.32,1.528,8.0
114.355,-0.326,0.866,8.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
119.83,-0.424,2.372,8.0
114.158,-0.423,1.668,2.0
119.702,-0.464,1.128,15.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
51.083,-0.223,-0.317,1.0
119.817,-0.546,2.597,18.0
119.812,-0.566,1.976,13.0
119.685,-0.585,1.354,15.0
114.232,-0.577,0.689,4.0
0.0,0.0,0.0,0.0
52.121,-0.28,-0.225,1.0
194.762,-1.08,4.59,21.0
194.094,-1.107,3.568,24.0
119.763,-0.701,1.581,17.0
119.727,-0.72,0.949,12.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
119.775,-0.778,3.052,8.0
194.585,-1.294,3.95,24.0
119.811,-0.814,1.812,17.0
119.687,-0.832,1.18,17.0
111.545,-0.792,0.523,4.0
0.0,0.0,0.0,0.0
119.717,-0.888,3.281,68.0
119.739,-0.905,2.661,76.0
119.735,-0.923,2.043,85.0
119.699,-0.94,1.411,17.0
114.367,-0.915,0.758,9.0
0.0,0.0,0.0,0.0
119.775,-0.996,3.518,7.0
119.726,-1.012,2.898,83.0
119.739,-1.029,2.281,92.0
119.728,-1.045,1.648,111.0
119.72,-1.062,1.03,31.0
0.0,0.0,0.0,0.0
41.554,1.981,2.528,36.0
59.465,2.826,3.273,13.0
59.475,2.817,2.93,25.0
52.941,2.499,2.297,20.0
0.0,0.0,0.0,0.0
61.442,2.881,1.956,5.0
59.437,2.78,3.515,11.0
59.507,2.773,3.174,7.0
52.571,2.441,2.5,9.0
52.987,2.452,2.208,7.0
0.0,0.0,0.0,0.0
61.984,2.847,1.868,8.0
59.496,2.726,3.416,12.0
65.807,3.003,3.398,7.0
52.573,2.391,2.411,11.0
52.796,2.392,2.111,21.0
66.212,2.988,2.266,5.0
62.44,2.807,1.776,8.0
52.972,2.374,2.952,6.0
65.935,2.944,3.294,11.0
52.588,2.338,2.323,24.0
66.061,2.925,2.531,17.0
66.071,2.915,2.151,20.0
63.043,2.77,1.688,8.0
64.492,2.825,3.487,6.0
65.956,2.876,3.185,19.0
52.751,2.291,2.242,26.0
66.027,2.855,2.419,33.0
64.963,2.798,2.006,18.0
63.677,2.731,1.599,9.0
65.922,2.816,3.454,25.0
65.967,2.806,3.075,28.0
65.998,2.795,2.696,30.0
66.035,2.784,2.31,35.0
66.057,2.772,1.93,34.0
66.131,2.764,1.552,12.0
65.874,2.741,3.343,29.0
66.01,2.735,2.969,24.0
66.043,2.723,2.589,31.0
66.098,2.713,2.203,25.0
66.174,2.703,1.824,2.0
120.072,4.882,2.62,14.0
52.778,2.136,2.591,18.0
66.136,2.663,2.865,17.0
66.136,2.65,2.484,25.0
0.0,0.0,0.0,0.0
120.058,4.764,3.113,22.0
120.091,4.742,2.424,8.0
66.22,2.601,3.142,18.0
66.177,2.586,2.758,24.0
190.74,7.416,6.853,24.0
195.36,7.556,5.875,17.0
120.101,4.621,2.92,16.0
193.482,7.407,3.593,17.0
66.224,2.521,3.035,20.0
189.998,7.195,7.616,18.0
190.793,7.185,6.55,13.0
119.989,4.495,3.417,4.0
72.481,2.7,1.647,5.0
72.475,2.685,1.23,16.0
72.495,2.67,3.208,24.0
72.474,2.653,2.79,23.0
72.435,2.636,2.371,29.0
72.418,2.62,1.946,31.0
72.373,2.604,1.529,25.0
72.377,2.588,1.113,29.0
72.405,2.572,3.088,31.0
72.406,2.556,2.672,34.0
72.388,2.541,2.255,33.0
72.367,2.524,1.831,35.0
72.353,2.508,1.415,34.0
72.344,2.492,0.999,32.0
72.398,2.477,2.975,31.0
72.415,2.462,2.56,35.0
72.406,2.445,2.143,34.0
72.379,2.428,1.719,37.0
72.39,2.413,1.304,33.0
72.369,2.396,0.887,31.0
72.478,2.381,2.866,27.0
72.506,2.366,2.451,25.0
72.512,2.35,2.034,23.0
72.521,2.333,1.611,22.0
72.483,2.315,1.194,21.0
72.471,2.299,0.778,25.0
78.824,2.48,2.997,16.0
211.346,6.602,6.823,11.0
74.438,2.308,1.976,7.0
74.118,2.281,1.534,2.0
78.972,2.411,1.181,14.0
78.933,2.392,0.727,15.0
78.821,2.368,2.878,28.0
78.893,2.351,2.427,24.0
75.78,2.24,1.897,3.0
74.966,2.199,1.438,8.0
74.829,2.177,1.007,6.0
78.813,2.274,0.609,16.0
78.808,2.253,2.76,26.0
78.82,2.235,2.308,31.0
77.462,2.177,1.824,1.0
76.944,2.144,1.363,4.0
77.181,2.132,0.925,3.0
78.71,2.155,0.493,10.0
78.812,2.136,2.645,28.0
78.883,2.118,2.194,34.0
78.908,2.099,1.743,32.0
78.919,2.08,1.283,36.0
78.92,2.061,0.831,33.0
71.737,1.856,0.344,6.0
78.946,2.019,2.534,11.0
119.995,3.038,3.164,19.0
85.375,2.141,1.762,12.0
85.299,2.117,1.263,29.0
85.199,2.093,0.774,19.0
71.979,1.75,0.242,17.0
85.27,2.048,2.615,26.0
85.262,2.026,2.127,30.0
85.248,2.004,1.639,37.0
85.232,1.982,1.142,37.0
85.151,1.959,0.654,17.0
71.851,1.634,0.141,8.0
85.265,1.915,2.497,38.0
85.254,1.892,2.009,38.0
85.284,1.87,1.521,36.0
85.277,1.848,1.025,38.0
85.008,1.82,0.536,11.0
69.801,1.477,0.041,2.0
85.372,1.781,2.383,13.0
0.0,0.0,0.0,0.0
87.31,1.775,1.439,14.0
85.509,1.715,0.912,6.0
84.746,1.677,0.419,4.0
70.929,1.386,-0.053,2.0
91.751,1.764,2.438,11.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
91.832,1.692,0.857,25.0
77.887,1.413,0.282,4.0
0.0,0.0,0.0,0.0
91.853,1.614,2.319,33.0
91.864,1.588,1.794,39.0
91.874,1.563,1.27,40.0
91.818,1.536,0.736,23.0
77.474,1.275,0.179,2.0
0.0,0.0,0.0,0.0
189.557,3.008,4.539,14.0
92.011,1.435,1.678,12.0
92.056,1.41,1.154,16.0
92.05,1.384,0.62,15.0
76.263,1.125,0.078,0.0
0.0,0.0,0.0,0.0
98.616,1.396,2.237,28.0
98.553,1.368,1.674,29.0
