X,Y,Z,Reflectivity
48.207,-0.858,5.737,29.0
44.14,-0.778,5.015,17.0
43.354,-0.757,4.691,44.0
43.261,-0.748,4.444,40.0
41.83,-0.717,4.072,43.0
42.008,-0.713,3.864,32.0
48.172,-0.821,5.797,29.0
50.019,-0.844,5.748,9.0
43.643,-0.73,4.779,33.0
43.216,-0.715,4.495,42.0
41.772,-0.684,4.12,34.0
42.076,-0.682,3.924,22.0
48.153,-0.784,5.856,9.0
48.263,-0.777,5.607,19.0
43.853,-0.699,4.858,37.0
43.233,-0.682,4.551,41.0
42.591,-0.664,4.254,28.0
41.775,-0.644,3.948,38.0
48.026,-0.743,5.901,5.0
41.461,-0.634,4.869,37.0
41.458,-0.627,4.644,16.0
43.218,-0.646,4.603,30.0
41.808,-0.618,4.227,35.0
41.826,-0.611,4.003,42.0
47.906,-0.702,5.944,4.0
41.35,-0.598,4.906,39.0
41.182,-0.589,4.662,40.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
41.857,-0.576,4.055,37.0
47.689,-0.658,5.974,6.0
41.319,-0.562,4.951,32.0
41.187,-0.553,4.711,37.0
41.256,-0.547,4.49,42.0
41.648,-0.545,4.307,22.0
41.879,-0.541,4.104,34.0
41.222,-0.533,5.211,25.0
41.347,-0.527,5.001,39.0
41.198,-0.517,4.758,36.0
41.218,-0.51,4.532,40.0
41.739,-0.509,4.363,27.0
0.0,0.0,0.0,0.0
41.2,-0.495,5.254,10.0
41.314,-0.489,5.042,39.0
41.142,-0.479,4.796,31.0
41.237,-0.472,4.579,36.0
41.423,-0.467,4.374,40.0
41.681,-0.463,4.175,33.0
44.359,-0.493,5.703,13.0
41.273,-0.451,5.08,16.0
41.025,-0.44,4.825,39.0
41.231,-0.434,4.62,33.0
41.316,-0.427,4.405,37.0
41.519,-0.422,4.201,42.0
44.161,-0.449,5.723,11.0
41.205,-0.411,5.114,36.0
40.979,-0.401,4.861,42.0
41.237,-0.396,4.662,26.0
41.253,-0.388,4.439,41.0
41.379,-0.381,4.227,41.0
47.961,-0.442,6.263,4.0
41.164,-0.371,5.149,16.0
40.982,-0.362,4.901,43.0
41.024,-0.354,4.677,43.0
41.249,-0.348,4.477,37.0
41.285,-0.341,4.255,48.0
43.429,-0.358,5.711,8.0
41.165,-0.331,5.186,34.0
40.971,-0.321,4.937,27.0
40.971,-0.313,4.708,42.0
41.232,-0.307,4.512,39.0
41.269,-0.3,4.291,41.0
0.0,0.0,0.0,0.0
41.094,-0.289,5.214,37.0
43.089,-0.295,5.23,4.0
41.015,-0.272,4.748,39.0
41.327,-0.267,4.558,42.0
41.183,-0.258,4.316,39.0
42.598,-0.264,5.677,25.0
41.138,-0.247,5.255,34.0
41.181,-0.239,5.033,32.0
40.991,-0.231,4.78,38.0
41.504,-0.225,4.611,22.0
41.17,-0.216,4.348,49.0
42.073,-0.219,5.641,27.0
41.116,-0.205,5.285,37.0
41.035,-0.197,5.047,40.0
41.036,-0.188,4.817,38.0
41.662,-0.183,4.661,16.0
41.091,-0.173,4.371,44.0
42.108,-0.174,5.678,38.0
41.191,-0.162,5.326,34.0
41.164,-0.154,5.094,39.0
41.035,-0.145,4.847,41.0
41.356,-0.138,4.657,27.0
41.095,-0.129,4.402,37.0
42.162,-0.13,5.716,31.0
48.114,-0.138,6.255,22.0
41.096,-0.109,5.115,43.0
41.248,-0.102,4.901,38.0
41.513,-0.094,4.703,27.0
41.158,-0.086,4.436,34.0
42.13,-0.084,5.74,44.0
48.031,-0.086,6.277,17.0
41.201,-0.065,5.155,26.0
40.996,-0.057,4.898,22.0
41.367,-0.049,4.713,16.0
41.154,-0.041,4.462,34.0
42.072,-0.038,5.759,41.0
42.46,-0.029,5.575,9.0
41.112,-0.021,5.169,39.0
41.043,-0.013,4.928,33.0
41.284,-0.004,4.729,19.0
41.355,0.003,4.508,17.0
42.035,0.007,5.779,50.0
42.495,0.016,5.604,29.0
41.168,0.023,5.2,42.0
41.014,0.031,4.948,23.0
41.118,0.04,4.732,41.0
41.459,0.048,4.542,28.0
42.092,0.054,5.809,41.0
42.348,0.062,5.608,46.0
41.183,0.069,5.223,34.0
41.064,0.077,4.975,16.0
41.086,0.085,4.749,26.0
54.459,0.124,5.993,13.0
42.101,0.101,5.832,45.0
42.25,0.11,5.615,47.0
41.223,0.115,5.248,31.0
41.023,0.123,4.989,23.0
40.999,0.131,4.758,39.0
41.483,0.14,4.584,29.0
42.104,0.148,5.851,26.0
42.258,0.157,5.635,40.0
41.249,0.161,5.269,27.0
41.102,0.169,5.016,16.0
41.113,0.177,4.788,39.0
41.345,0.186,4.585,31.0
51.926,0.242,7.237,6.0
42.252,0.205,5.651,38.0
41.448,0.209,5.311,16.0
40.788,0.213,4.993,25.0
41.069,0.223,4.798,39.0
41.34,0.232,4.599,30.0
42.44,0.245,5.93,42.0
42.262,0.252,5.667,41.0
0.0,0.0,0.0,0.0
40.724,0.259,4.999,25.0
41.146,0.269,4.82,43.0
41.123,0.277,4.588,35.0
42.338,0.293,5.929,26.0
42.189,0.299,5.67,43.0
41.109,0.3,5.293,34.0
40.698,0.304,5.007,41.0
40.858,0.314,4.798,45.0
41.151,0.324,4.602,16.0
42.271,0.341,5.931,17.0
42.085,0.348,5.666,42.0
40.729,0.344,5.254,26.0
40.667,0.351,5.013,44.0
40.963,0.362,4.82,44.0
41.168,0.371,4.613,37.0
41.478,0.382,5.828,29.0
41.782,0.393,5.634,51.0
40.747,0.391,5.265,24.0
40.728,0.398,5.029,49.0
40.825,0.407,4.811,42.0
41.436,0.421,4.651,41.0
41.355,0.429,5.818,47.0
41.285,0.436,5.574,26.0
40.991,0.44,5.303,21.0
40.607,0.444,5.02,41.0
40.809,0.454,4.815,42.0
41.357,0.468,4.647,39.0
41.127,0.474,5.791,38.0
40.542,0.475,5.479,40.0
40.686,0.484,5.268,37.0
40.567,0.49,5.019,44.0
40.796,0.5,4.817,45.0
41.515,0.517,4.668,38.0
41.195,0.522,5.804,42.0
40.574,0.521,5.486,43.0
40.674,0.531,5.268,40.0
40.729,0.539,5.041,51.0
40.738,0.546,4.812,39.0
41.217,0.56,4.637,36.0
41.209,0.57,5.807,43.0
40.669,0.57,5.499,36.0
40.751,0.578,5.279,28.0
40.685,0.585,5.036,37.0
40.546,0.59,4.789,39.0
40.727,0.6,4.581,40.0
40.815,1.308,5.484,43.0
40.684,1.309,5.231,39.0
41.08,1.326,5.044,38.0
40.695,1.318,4.758,46.0
41.347,1.344,4.596,29.0
41.141,1.343,4.337,38.0
40.727,1.343,5.441,40.0
41.019,1.358,5.242,20.0
41.065,1.364,5.01,38.0
41.03,1.367,4.765,37.0
41.075,1.373,4.533,44.0
40.994,1.375,4.289,37.0
40.596,1.376,5.39,40.0
40.99,1.394,5.204,34.0
41.08,1.402,4.977,27.0
41.14,1.408,4.743,33.0
41.3,1.418,4.523,34.0
40.724,1.403,4.226,36.0
40.634,1.414,5.359,40.0
41.505,1.448,5.233,35.0
40.927,1.433,4.923,12.0
41.592,1.46,4.758,17.0
41.346,1.455,4.492,17.0
40.705,1.438,4.188,36.0
40.536,1.446,5.31,40.0
41.463,1.483,5.19,24.0
40.988,1.47,4.893,34.0
41.307,1.486,4.688,20.0
40.567,1.463,4.37,42.0
40.816,1.476,4.161,36.0
40.598,1.482,5.28,41.0
41.047,1.503,5.099,16.0
41.036,1.506,4.859,40.0
40.814,1.502,4.593,29.0
40.542,1.495,4.328,45.0
41.061,1.518,4.147,16.0
40.72,1.52,5.255,42.0
40.985,1.534,5.051,15.0
43.061,1.615,5.057,5.0
40.673,1.529,4.537,33.0
40.486,1.525,4.282,41.0
40.947,1.547,4.095,32.0
40.835,1.557,5.228,32.0
40.893,1.563,4.998,32.0
42.643,1.633,4.964,12.0
40.721,1.562,4.5,38.0
40.513,1.558,4.243,37.0
40.616,1.566,4.019,25.0
40.832,1.588,5.185,36.0
40.902,1.594,4.956,30.0
42.586,1.663,4.912,31.0
40.684,1.592,4.453,31.0
40.497,1.587,4.198,38.0
40.483,1.591,3.963,34.0
40.864,1.62,5.144,10.0
44.39,1.762,5.33,6.0
42.545,1.692,4.861,21.0
40.499,1.614,4.388,39.0
40.563,1.619,4.16,37.0
40.369,1.614,3.907,42.0
43.896,1.771,5.476,3.0
45.144,1.824,5.369,19.0
