X,Y,Z,Reflectivity
22.079,2.717,-0.189,0.0
19.384,2.384,-0.277,0.0
17.469,2.147,-0.349,0.0
15.871,1.949,-0.41,0.0
14.648,1.798,-0.462,0.0
13.545,1.662,-0.505,0.0
21.31,2.609,-0.204,0.0
19.126,2.34,-0.292,0.0
17.153,2.097,-0.36,0.0
15.746,1.924,-0.422,0.0
14.497,1.77,-0.471,0.0
13.359,1.63,-0.511,0.0
20.938,2.549,-0.221,0.0
18.62,2.265,-0.303,0.0
16.948,2.06,-0.372,0.0
15.485,1.881,-0.43,0.0
14.242,1.729,-0.477,0.0
13.216,1.604,-0.518,0.0
20.601,2.493,-0.237,0.0
18.309,2.214,-0.315,0.0
16.727,2.021,-0.384,0.0
15.27,1.844,-0.439,0.0
14.081,1.699,-0.485,0.0
13.088,1.578,-0.526,0.0
20.213,2.431,-0.252,0.0
18.002,2.163,-0.327,0.0
16.38,1.966,-0.391,0.0
15.041,1.804,-0.447,0.0
13.852,1.66,-0.491,0.0
12.89,1.544,-0.53,0.0
19.789,2.363,-0.266,0.0
17.663,2.108,-0.338,0.0
16.078,1.917,-0.399,0.0
14.929,1.778,-0.457,0.0
13.682,1.629,-0.497,0.0
12.794,1.522,-0.538,0.0
19.412,2.302,-0.278,0.0
17.368,2.058,-0.348,0.0
15.966,1.89,-0.411,0.0
14.586,1.725,-0.46,0.0
13.515,1.597,-0.503,0.0
12.632,1.492,-0.543,0.0
19.033,2.24,-0.29,0.0
17.159,2.018,-0.359,0.0
15.776,1.853,-0.42,0.0
14.473,1.699,-0.469,0.0
13.386,1.57,-0.51,0.0
12.537,1.469,-0.55,0.0
18.621,2.174,-0.3,0.0
16.978,1.98,-0.37,0.0
15.549,1.812,-0.427,0.0
14.267,1.661,-0.475,0.0
13.289,1.545,-0.518,0.0
12.431,1.445,-0.556,0.0
18.379,2.128,-0.312,0.0
16.705,1.932,-0.378,0.0
15.321,1.77,-0.434,0.0
14.112,1.629,-0.482,0.0
13.132,1.514,-0.523,0.0
12.338,1.421,-0.562,0.0
18.028,2.069,-0.32,0.0
16.49,1.89,-0.387,0.0
15.101,1.729,-0.44,0.0
13.871,1.587,-0.485,0.0
12.951,1.48,-0.526,0.0
12.207,1.394,-0.566,0.0
17.712,2.014,-0.329,0.0
16.16,1.836,-0.392,0.0
14.912,1.692,-0.446,0.0
13.778,1.561,-0.492,0.0
12.83,1.453,-0.531,0.0
12.098,1.368,-0.57,0.0
17.535,1.975,-0.339,0.0
16.076,1.809,-0.402,0.0
14.797,1.663,-0.454,0.0
13.618,1.528,-0.497,0.0
12.707,1.425,-0.536,0.0
12.01,1.345,-0.575,0.0
17.296,1.929,-0.348,0.0
15.888,1.769,-0.41,0.0
14.587,1.622,-0.459,0.0
13.485,1.498,-0.502,0.0
12.588,1.397,-0.54,0.0
11.884,1.317,-0.578,0.0
17.115,1.889,-0.356,0.0
15.726,1.733,-0.417,0.0
14.398,1.585,-0.463,0.0
13.374,1.47,-0.507,0.0
12.545,1.377,-0.547,0.0
11.705,1.283,-0.577,0.0
16.907,1.846,-0.364,0.0
15.575,1.698,-0.423,0.0
14.258,1.552,-0.468,0.0
13.285,1.444,-0.513,0.0
12.473,1.354,-0.553,0.0
11.674,1.266,-0.583,0.0
16.822,1.816,-0.373,0.0
15.329,1.652,-0.427,0.0
14.091,1.516,-0.472,0.0
13.184,1.417,-0.518,0.0
12.37,1.328,-0.556,0.0
11.578,1.241,-0.586,0.0
16.579,1.769,-0.378,0.0
15.248,1.624,-0.434,0.0
14.025,1.491,-0.479,0.0
13.056,1.386,-0.521,0.0
12.278,1.302,-0.559,0.0
11.505,1.218,-0.59,0.0
16.372,1.725,-0.383,0.0
15.071,1.585,-0.438,0.0
13.88,1.458,-0.482,0.0
12.915,1.354,-0.523,0.0
12.138,1.271,-0.56,0.0
11.405,1.192,-0.591,0.0
16.185,1.684,-0.388,0.0
15.011,1.559,-0.445,0.0
13.781,1.429,-0.486,0.0
12.875,1.333,-0.529,0.0
12.121,1.253,-0.566,0.0
11.404,1.177,-0.597,0.0
16.069,1.65,-0.394,0.0
14.901,1.527,-0.45,0.0
13.701,1.402,-0.491,0.0
12.796,1.307,-0.532,0.0
12.039,1.228,-0.569,0.0
11.3,1.15,-0.598,0.0
15.948,1.615,-0.399,0.0
14.706,1.487,-0.451,0.0
13.557,1.368,-0.492,0.0
12.65,1.274,-0.532,0.0
11.955,1.202,-0.57,0.0
11.234,1.128,-0.599,0.0
15.863,1.584,-0.405,0.0
14.62,1.457,-0.455,0.0
13.462,1.339,-0.495,0.0
12.631,1.254,-0.537,0.0
11.846,1.174,-0.571,0.0
11.178,1.106,-0.601,0.0
15.765,1.552,-0.409,0.0
14.49,1.423,-0.458,0.0
13.41,1.315,-0.499,0.0
12.539,1.227,-0.539,0.0
11.844,1.157,-0.575,0.0
11.118,1.084,-0.603,0.0
15.661,1.519,-0.413,0.0
14.398,1.393,-0.46,0.0
13.405,1.294,-0.504,0.0
12.485,1.203,-0.541,0.0
11.777,1.133,-0.577,0.0
11.064,1.062,-0.604,0.0
15.632,1.492,-0.418,0.0
14.317,1.364,-0.463,0.0
13.338,1.268,-0.506,0.0
12.478,1.184,-0.545,0.0
11.691,1.107,-0.577,0.0
11.029,1.042,-0.606,0.0
15.563,1.462,-0.421,0.0
14.238,1.335,-0.465,0.0
13.34,1.248,-0.511,0.0
12.512,1.168,-0.551,0.0
11.643,1.085,-0.578,0.0
10.983,1.021,-0.607,0.0
15.437,1.426,-0.423,0.0
14.133,1.303,-0.466,0.0
13.267,1.22,-0.512,0.0
12.402,1.138,-0.549,0.0
11.615,1.064,-0.58,0.0
10.96,1.001,-0.609,0.0
15.368,1.396,-0.425,0.0
14.118,1.279,-0.469,0.0
13.212,1.194,-0.513,0.0
12.361,1.115,-0.55,0.0
11.578,1.042,-0.581,0.0
10.906,0.979,-0.608,0.0
15.223,1.359,-0.424,0.0
14.102,1.255,-0.472,0.0
13.156,1.168,-0.514,0.0
12.334,1.093,-0.552,0.0
11.576,1.023,-0.583,0.0
10.933,0.964,-0.612,0.0
15.265,1.338,-0.428,0.0
14.049,1.228,-0.473,0.0
13.098,1.142,-0.514,0.0
12.275,1.067,-0.551,0.0
11.517,0.999,-0.582,0.0
10.908,0.944,-0.612,0.0
15.23,1.31,-0.43,0.0
14.015,1.202,-0.474,0.0
13.033,1.115,-0.513,0.0
12.293,1.049,-0.554,0.0
11.545,0.983,-0.585,0.0
10.884,0.924,-0.612,0.0
15.235,1.285,-0.432,0.0
14.023,1.179,-0.475,0.0
13.038,1.094,-0.515,0.0
12.273,1.027,-0.554,0.0
11.518,0.961,-0.584,0.0
10.871,0.905,-0.612,0.0
15.151,1.253,-0.43,0.0
13.984,1.153,-0.475,0.0
12.963,1.066,-0.513,0.0
12.27,1.006,-0.555,0.0
11.527,0.943,-0.585,0.0
10.855,0.885,-0.612,0.0
15.098,1.223,-0.429,0.0
14.017,1.132,-0.477,0.0
12.987,1.046,-0.514,0.0
12.25,0.984,-0.554,0.0
11.49,0.92,-0.584,0.0
10.866,0.868,-0.612,0.0
15.059,1.194,-0.428,0.0
13.972,1.105,-0.475,0.0
13.018,1.026,-0.515,0.0
12.226,0.961,-0.553,0.0
11.486,0.9,-0.583,0.0
10.868,0.849,-0.612,0.0
15.115,1.173,-0.429,0.0
13.944,1.078,-0.473,0.0
13.058,1.007,-0.516,0.0
12.264,0.943,-0.554,0.0
11.519,0.883,-0.584,0.0
10.871,0.83,-0.612,0.0
15.197,1.153,-0.431,0.0
13.97,1.056,-0.473,0.0
13.074,0.985,-0.515,0.0
12.238,0.919,-0.551,0.0
11.534,0.864,-0.584,0.0
10.895,0.813,-0.612,0.0
15.158,1.123,-0.428,0.0
14.068,1.039,-0.475,0.0
13.011,0.957,-0.511,0.0
12.322,0.904,-0.553,0.0
