X,Y,Z,Reflectivity
20.189,-0.199,0.325,15.0
64.251,-0.658,0.69,34.0
56.165,-0.594,0.299,6.0
56.288,-0.616,-0.008,3.0
56.542,-0.638,-0.314,2.0
45.984,-0.536,-0.503,4.0
20.141,-0.24,0.337,14.0
20.128,-0.247,0.228,10.0
20.144,-0.255,0.119,8.0
59.515,-0.774,0.027,77.0
56.363,-0.753,-0.277,0.0
52.856,-0.724,-0.545,10.0
20.156,-0.282,0.35,10.0
20.125,-0.289,0.241,11.0
20.111,-0.295,0.132,14.0
20.13,-0.302,0.022,28.0
59.551,-0.918,-0.254,9.0
52.77,-0.831,-0.509,19.0
176.628,-2.833,3.186,64.0
176.61,-2.893,2.235,96.0
20.142,-0.336,0.146,3.0
20.127,-0.343,0.036,27.0
53.014,-0.923,-0.19,12.0
52.905,-0.94,-0.473,14.0
191.603,-3.456,3.59,13.0
53.066,-0.975,0.709,2.0
52.971,-0.992,0.423,48.0
52.946,-1.009,0.133,57.0
52.935,-1.027,-0.151,30.0
45.521,-0.899,-0.374,14.0
38.428,-0.769,0.748,5.0
38.396,-0.782,0.541,25.0
38.38,-0.795,0.335,54.0
38.382,-0.808,0.125,21.0
40.444,-0.865,-0.084,8.0
40.428,-0.879,-0.301,27.0
40.415,-0.89,0.818,49.0
40.412,-0.903,0.601,50.0
40.405,-0.917,0.384,42.0
40.41,-0.931,0.164,38.0
40.414,-0.945,-0.052,36.0
40.417,-0.959,-0.269,35.0
0.0,0.0,0.0,0.0
40.454,-0.984,0.634,24.0
38.729,-0.955,0.4,12.0
38.709,-0.968,0.188,21.0
38.699,-0.981,-0.018,35.0
38.705,-0.994,-0.225,40.0
38.668,-1.003,0.846,54.0
38.658,-1.016,0.639,65.0
38.649,-1.029,0.432,69.0
38.637,-1.042,0.221,69.0
38.633,-1.054,0.014,68.0
38.648,-1.068,-0.191,68.0
38.644,-1.077,0.879,90.0
38.624,-1.09,0.672,74.0
38.636,-1.103,0.466,94.0
38.619,-1.116,0.255,72.0
38.645,-1.129,0.049,83.0
38.646,-1.142,-0.156,66.0
38.64,-1.151,0.914,88.0
38.633,-1.164,0.707,73.0
38.626,-1.176,0.501,66.0
38.643,-1.19,0.291,64.0
38.668,-1.203,0.085,61.0
38.694,-1.216,-0.121,57.0
38.647,-1.223,0.95,66.0
38.665,-1.237,0.744,46.0
38.716,-1.251,0.538,23.0
38.74,-1.264,0.328,10.0
38.78,-1.278,0.122,4.0
81.138,-2.701,-0.176,11.0
38.729,-1.298,0.989,1.0
0.0,0.0,0.0,0.0
84.307,-2.88,1.254,21.0
83.133,-2.866,0.785,10.0
80.623,-2.805,0.332,24.0
81.26,-2.855,-0.096,42.0
31.335,-1.107,0.831,56.0
31.324,-1.116,0.664,46.0
31.309,-1.126,0.497,47.0
31.317,-1.136,0.327,38.0
31.299,-1.145,0.16,44.0
31.306,-1.155,-0.006,49.0
31.287,-1.161,0.861,66.0
31.255,-1.17,0.694,45.0
31.24,-1.179,0.527,37.0
28.456,-1.083,0.326,22.0
28.477,-1.093,0.175,58.0
28.471,-1.101,0.024,66.0
28.44,-1.106,0.812,67.0
28.437,-1.115,0.661,76.0
28.446,-1.124,0.51,119.0
28.443,-1.132,0.356,150.0
28.447,-1.142,0.205,151.0
28.451,-1.151,0.054,135.0
28.438,-1.156,0.843,108.0
28.437,-1.165,0.692,109.0
28.434,-1.173,0.541,111.0
28.437,-1.182,0.387,102.0
28.434,-1.19,0.236,88.0
28.446,-1.2,0.085,69.0
28.451,-1.205,0.874,65.0
28.455,-1.214,0.724,61.0
28.454,-1.223,0.573,54.0
28.43,-1.23,0.419,38.0
31.22,-1.36,0.294,33.0
31.233,-1.37,0.129,53.0
85.759,-3.781,2.734,3.0
85.09,-3.776,2.261,16.0
31.336,-1.4,0.666,2.0
31.301,-1.408,0.497,33.0
31.307,-1.417,0.331,24.0
31.267,-1.424,0.165,32.0
86.488,-3.957,2.857,23.0
85.069,-3.916,2.359,36.0
84.615,-3.92,1.898,42.0
86.478,-4.032,1.474,1.0
83.037,-3.895,0.976,39.0
79.876,-3.771,0.516,7.0
85.036,-4.031,2.91,19.0
84.984,-4.053,2.458,29.0
84.629,-4.059,1.999,43.0
86.003,-4.15,1.569,10.0
82.854,-4.022,1.073,31.0
67.955,-3.319,0.521,2.0
85.487,-4.191,3.029,28.0
85.204,-4.2,2.568,31.0
84.66,-4.197,2.103,42.0
85.683,-4.273,1.668,41.0
82.857,-4.154,1.175,40.0
66.703,-3.363,0.593,0.0
85.135,-4.307,3.121,27.0
84.642,-4.305,2.655,24.0
84.73,-4.333,2.21,37.0
84.988,-4.369,1.759,38.0
86.124,-4.452,1.328,7.0
0.0,0.0,0.0,0.0
83.595,-4.359,3.169,24.0
84.486,-4.427,2.756,35.0
84.503,-4.451,2.31,41.0
84.132,-4.455,1.848,42.0
85.973,-4.575,1.434,5.0
0.0,0.0,0.0,0.0
83.496,-4.481,3.272,35.0
83.347,-4.495,2.826,42.0
84.05,-4.556,2.407,40.0
83.569,-4.55,1.943,40.0
86.555,-4.736,1.556,4.0
24.624,-1.354,0.313,3.0
83.395,-4.599,3.376,38.0
83.428,-4.623,2.937,21.0
24.622,-1.37,0.737,5.0
24.612,-1.376,0.604,3.0
24.59,-1.381,0.474,27.0
24.589,-1.388,0.345,36.0
24.55,-1.39,1.026,25.0
24.558,-1.396,0.897,35.0
24.576,-1.403,0.768,39.0
24.576,-1.409,0.636,52.0
24.571,-1.415,0.506,52.0
24.561,-1.421,0.377,55.0
24.517,-1.422,1.057,55.0
24.525,-1.429,0.928,43.0
24.531,-1.435,0.799,64.0
24.558,-1.442,0.668,69.0
24.556,-1.448,0.539,69.0
24.546,-1.454,0.41,69.0
24.519,-1.456,1.091,40.0
24.469,-1.459,0.959,30.0
24.495,-1.466,0.831,70.0
24.529,-1.474,0.701,71.0
24.552,-1.481,0.573,74.0
24.535,-1.486,0.443,62.0
24.453,-1.485,1.121,47.0
24.463,-1.491,0.993,55.0
24.47,-1.497,0.864,57.0
24.513,-1.505,0.734,66.0
24.535,-1.512,0.606,71.0
24.547,-1.519,0.477,87.0
24.453,-1.517,1.155,57.0
24.466,-1.523,1.027,44.0
24.448,-1.527,0.898,65.0
24.497,-1.536,0.768,60.0
24.54,-1.544,0.64,76.0
24.54,-1.55,0.512,72.0
24.487,-1.55,1.192,87.0
24.474,-1.555,1.062,45.0
24.452,-1.558,0.932,69.0
24.49,-1.566,0.803,67.0
24.538,-1.575,0.675,57.0
24.544,-1.58,0.546,44.0
24.491,-1.581,1.227,85.0
24.484,-1.585,1.097,40.0
24.459,-1.588,0.967,57.0
24.477,-1.595,0.837,43.0
24.531,-1.603,0.71,58.0
24.566,-1.611,0.582,33.0
24.484,-1.609,1.261,65.0
24.49,-1.614,1.132,39.0
24.488,-1.619,1.004,39.0
24.491,-1.624,0.872,31.0
24.542,-1.632,0.745,32.0
24.6,-1.641,0.618,20.0
24.494,-1.638,1.297,47.0
24.49,-1.642,1.168,27.0
24.494,-1.647,1.039,23.0
24.503,-1.653,0.908,14.0
24.546,-1.66,0.781,20.0
82.541,-5.599,2.194,27.0
24.519,-1.667,1.334,39.0
24.56,-1.674,1.207,3.0
24.557,-1.678,1.077,9.0
24.549,-1.682,0.946,27.0
83.151,-5.714,2.767,29.0
82.667,-5.696,2.317,25.0
24.512,-1.693,1.369,19.0
0.0,0.0,0.0,0.0
83.623,-5.805,3.793,34.0
24.581,-1.71,0.983,11.0
83.033,-5.792,2.886,40.0
82.842,-5.794,2.445,51.0
24.535,-1.72,1.407,2.0
83.897,-5.895,4.37,38.0
83.515,-5.882,3.911,37.0
82.927,-5.854,3.439,44.0
83.006,-5.874,3.008,40.0
82.745,-5.869,2.564,38.0
84.491,-6.007,4.972,19.0
83.927,-5.98,4.497,25.0
83.405,-5.955,4.03,30.0
83.307,-5.962,3.579,54.0
83.004,-5.953,3.13,37.0
82.705,-5.945,2.686,36.0
84.379,-6.08,5.092,34.0
84.369,-6.092,4.648,37.0
83.447,-6.037,4.158,38.0
83.434,-6.049,3.711,48.0
82.799,-6.015,3.247,47.0
82.872,-6.033,2.815,39.0
84.177,-6.142,5.206,34.0
84.347,-6.166,4.773,43.0
83.604,-6.124,4.292,41.0
83.334,-6.115,3.832,40.0
82.954,-6.1,3.379,36.0
82.858,-6.105,2.94,41.0
84.115,-6.211,5.33,31.0
84.323,-6.237,4.899,44.0
83.62,-6.196,4.418,40.0
83.416,-6.193,3.961,33.0
83.194,-6.186,3.513,28.0
82.653,-6.158,3.057,29.0
84.162,-6.284,5.46,26.0
84.254,-6.301,5.022,46.0
83.862,-6.282,4.558,40.0
83.306,-6.251,4.082,33.0
83.819,-6.299,3.667,18.0
82.737,-6.229,3.186,35.0
84.187,-6.353,5.592,21.0
84.279,-6.37,5.153,23.0
83.689,-6.334,4.677,40.0
83.44,-6.325,4.216,36.0
86.259,-6.549,3.905,27.0
82.657,-6.284,3.309,26.0
84.147,-6.413,5.717,8.0
84.36,-6.438,5.288,15.0
83.619,-6.39,4.802,35.0
83.214,-6.368,4.333,38.0
83.543,-6.402,3.91,8.0
83.223,-6.387,3.459,29.0
86.133,-6.626,5.984,10.0
85.709,-6.6,5.504,24.0
83.83,-6.464,4.942,35.0
83.261,-6.428,4.463,38.0
83.282,-6.438,4.025,35.0
83.792,-6.485,3.61,21.0
60.342,-4.681,4.285,5.0
85.68,-6.654,5.633,34.0
83.928,-6.526,5.075,15.0
83.566,-6.504,4.606,43.0
83.181,-6.482,4.147,41.0
84.338,-6.58,3.762,22.0
54.035,-4.225,3.92,4.0
85.91,-6.724,5.779,25.0
85.692,-6.714,5.313,16.0
83.58,-6.555,4.734,46.0
83.051,-6.52,4.266,36.0
84.381,-6.632,3.892,21.0
60.494,-4.765,4.481,4.0
86.203,-6.796,5.93,17.0
85.684,-6.761,5.442,36.0
83.594,-6.601,4.861,37.0
83.149,-6.572,4.398,30.0
83.278,-6.589,3.967,22.0
54.123,-4.292,4.091,2.0
117.635,-9.335,8.272,21.0
85.799,-6.814,5.581,30.0
83.687,-6.651,4.993,19.0
83.292,-6.624,4.531,40.0
83.096,-6.615,4.083,33.0
