X,Y,Z,Reflectivity
28.382,-0.738,1.691,72.0
28.378,-0.74,1.543,66.0
38.605,-1.01,1.899,36.0
38.647,-1.014,1.698,40.0
38.683,-1.018,1.499,32.0
38.626,-1.019,1.297,48.0
28.383,-0.754,1.746,72.0
28.389,-0.756,1.599,70.0
38.581,-1.03,1.973,6.0
38.634,-1.034,1.772,56.0
38.636,-1.037,1.572,65.0
38.621,-1.039,1.371,48.0
28.384,-0.769,1.801,74.0
28.381,-0.77,1.653,65.0
28.383,-0.772,1.506,65.0
38.579,-1.051,1.842,52.0
38.642,-1.055,1.646,82.0
38.655,-1.058,1.447,58.0
28.39,-0.782,1.855,76.0
28.382,-0.783,1.707,67.0
28.375,-0.785,1.559,69.0
38.537,-1.067,1.914,40.0
38.625,-1.072,1.719,69.0
38.636,-1.074,1.52,62.0
28.381,-0.794,1.91,76.0
28.38,-0.795,1.762,70.0
28.377,-0.796,1.614,69.0
28.372,-0.797,1.464,59.0
38.589,-1.086,1.792,58.0
38.63,-1.089,1.594,77.0
28.377,-0.805,1.964,77.0
28.379,-0.806,1.817,73.0
28.377,-0.807,1.669,69.0
28.368,-0.808,1.519,70.0
38.53,-1.099,1.864,48.0
38.629,-1.103,1.668,78.0
28.384,-0.815,2.02,75.0
28.384,-0.816,1.872,72.0
28.384,-0.817,1.724,69.0
28.381,-0.817,1.573,72.0
38.504,-1.11,1.935,10.0
38.597,-1.114,1.74,65.0
28.379,-0.824,2.073,74.0
28.379,-0.825,1.925,71.0
28.373,-0.825,1.777,69.0
28.386,-0.826,1.628,72.0
28.38,-0.826,1.48,69.0
38.531,-1.122,1.81,37.0
28.38,-0.832,2.127,78.0
28.378,-0.832,1.979,76.0
28.379,-0.832,1.831,70.0
28.38,-0.833,1.681,73.0
28.381,-0.833,1.534,74.0
38.486,-1.13,1.88,42.0
28.385,-0.839,2.181,76.0
28.386,-0.839,2.033,71.0
28.378,-0.838,1.885,69.0
28.38,-0.839,1.735,72.0
28.381,-0.839,1.587,75.0
38.481,-1.138,1.952,7.0
28.38,-0.844,2.234,75.0
28.372,-0.844,2.086,71.0
28.378,-0.844,1.938,71.0
28.378,-0.844,1.787,72.0
28.385,-0.844,1.64,73.0
28.379,-0.843,1.492,72.0
28.379,-0.848,2.288,76.0
28.368,-0.848,2.139,73.0
28.375,-0.847,1.991,71.0
28.38,-0.847,1.841,71.0
28.391,-0.847,1.693,74.0
28.384,-0.847,1.545,72.0
28.383,-0.852,2.341,80.0
28.378,-0.851,2.192,73.0
28.382,-0.851,2.044,70.0
28.382,-0.85,1.893,71.0
28.374,-0.849,1.745,73.0
28.378,-0.849,1.597,72.0
28.371,-0.854,2.393,84.0
28.371,-0.853,2.244,67.0
28.376,-0.852,2.096,71.0
28.369,-0.851,1.945,72.0
28.384,-0.851,1.798,80.0
28.381,-0.85,1.65,74.0
28.371,-0.855,2.446,76.0
28.38,-0.854,2.298,70.0
28.376,-0.853,2.149,73.0
28.385,-0.852,1.998,72.0
28.382,-0.851,1.85,75.0
28.384,-0.85,1.702,74.0
28.37,-0.855,2.498,74.0
28.37,-0.854,2.349,76.0
28.371,-0.852,2.2,75.0
28.378,-0.851,2.05,72.0
28.377,-0.85,1.901,74.0
28.393,-0.849,1.755,74.0
28.366,-0.853,2.55,71.0
28.374,-0.852,2.401,75.0
28.378,-0.851,2.253,69.0
28.377,-0.849,2.101,71.0
28.378,-0.848,1.952,76.0
28.395,-0.847,1.805,74.0
28.37,-0.852,2.601,67.0
28.371,-0.85,2.452,72.0
28.373,-0.848,2.303,69.0
28.378,-0.847,2.152,72.0
28.374,-0.845,2.003,72.0
28.384,-0.844,1.855,70.0
28.346,-0.847,2.649,30.0
28.355,-0.846,2.501,69.0
28.377,-0.845,2.354,71.0
28.376,-0.843,2.202,72.0
28.383,-0.841,2.054,72.0
28.388,-0.84,1.906,73.0
44.535,-1.325,4.242,4.0
28.365,-0.841,2.552,62.0
28.371,-0.84,2.403,73.0
28.377,-0.838,2.251,72.0
28.37,-0.836,2.102,73.0
28.381,-0.834,1.954,76.0
42.696,-1.262,4.141,3.0
28.372,-0.836,2.602,59.0
28.36,-0.834,2.451,72.0
28.37,-0.832,2.3,71.0
28.366,-0.83,2.151,76.0
28.382,-0.828,2.003,73.0
42.621,-1.25,4.208,9.0
44.519,-1.302,4.16,16.0
28.363,-0.827,2.5,73.0
28.369,-0.825,2.348,69.0
28.37,-0.822,2.199,74.0
28.375,-0.82,2.051,74.0
44.491,-1.293,4.469,32.0
0.0,0.0,0.0,0.0
28.367,-0.819,2.549,68.0
28.374,-0.817,2.396,78.0
28.377,-0.815,2.247,74.0
28.376,-0.812,2.098,73.0
44.48,-1.279,4.542,56.0
0.0,0.0,0.0,0.0
28.356,-0.81,2.595,62.0
28.359,-0.807,2.442,83.0
28.374,-0.805,2.294,72.0
28.373,-0.802,2.144,68.0
57.895,-1.646,6.008,15.0
44.491,-1.26,4.381,64.0
28.348,-0.8,2.641,36.0
28.358,-0.797,2.489,95.0
28.37,-0.795,2.34,71.0
28.369,-0.792,2.19,73.0
51.424,-1.443,5.421,0.0
44.479,-1.243,4.452,5.0
47.144,-1.312,4.468,11.0
28.36,-0.786,2.535,74.0
28.369,-0.783,2.386,75.0
28.364,-0.78,2.235,71.0
57.078,-1.578,6.109,5.0
54.861,-1.511,5.579,7.0
50.742,-1.392,4.891,4.0
28.356,-0.774,2.579,63.0
28.367,-0.771,2.43,70.0
28.37,-0.768,2.28,71.0
47.482,-1.292,5.157,29.0
47.374,-1.283,4.893,2.0
50.665,-1.366,4.963,5.0
28.355,-0.761,2.624,51.0
28.37,-0.758,2.474,68.0
28.368,-0.755,2.324,68.0
41.073,-1.098,4.525,8.0
47.382,-1.261,4.967,33.0
47.275,-1.252,4.704,38.0
47.128,-1.242,4.433,18.0
28.356,-0.743,2.517,72.0
28.364,-0.74,2.367,74.0
39.9,-1.046,4.457,2.0
51.817,-1.352,5.511,5.0
47.15,-1.224,4.763,21.0
44.009,-1.136,4.206,3.0
28.356,-0.728,2.559,73.0
28.367,-0.725,2.409,77.0
44.503,-1.143,5.038,16.0
0.0,0.0,0.0,0.0
54.49,-1.384,5.586,6.0
54.988,-1.39,5.337,2.0
28.345,-0.712,2.6,65.0
28.364,-0.709,2.45,78.0
42.287,-1.062,4.849,19.0
40.751,-1.017,4.454,4.0
51.725,-1.284,5.377,16.0
51.77,-1.277,5.1,40.0
28.34,-0.695,2.64,38.0
28.36,-0.692,2.491,76.0
24.826,-0.608,2.883,28.0
44.543,-1.085,4.933,19.0
51.718,-1.252,5.45,58.0
61.546,-1.481,6.15,12.0
51.805,-1.239,4.899,11.0
28.357,-0.674,2.53,75.0
24.829,-0.592,2.918,44.0
44.496,-1.055,4.99,43.0
44.678,-1.053,4.77,11.0
53.93,-1.263,5.463,6.0
31.472,-0.732,3.019,3.0
28.345,-0.655,2.567,71.0
24.822,-0.576,2.951,47.0
43.805,-1.01,4.972,5.0
44.649,-1.022,4.827,48.0
44.625,-1.015,4.58,29.0
31.457,-0.71,3.06,45.0
28.351,-0.636,2.606,65.0
24.795,-0.558,2.981,60.0
44.054,-0.985,5.059,17.0
44.689,-0.992,4.891,15.0
44.615,-0.983,4.637,63.0
31.477,-0.689,3.102,36.0
31.472,-0.683,2.933,22.0
24.794,-0.54,3.013,65.0
40.237,-0.87,4.673,9.0
40.593,-0.871,4.495,5.0
51.94,-1.106,5.466,9.0
31.502,-0.665,3.145,31.0
31.453,-0.659,2.971,34.0
24.79,-0.521,3.045,70.0
40.465,-0.845,4.75,3.0
40.389,-0.836,4.523,2.0
44.472,-0.913,4.735,14.0
31.538,-0.642,3.188,35.0
37.774,-0.763,3.614,3.0
24.777,-0.502,3.074,81.0
40.485,-0.813,4.802,3.0
51.26,-1.021,5.803,5.0
45.421,-0.897,4.891,3.0
31.58,-0.618,3.23,33.0
43.688,-0.848,4.232,5.0
24.776,-0.482,3.103,79.0
40.505,-0.781,4.853,13.0
40.33,-0.771,4.612,3.0
44.475,-0.842,4.84,9.0
31.631,-0.593,3.271,39.0
37.708,-0.701,3.696,4.0
24.768,-0.461,3.131,42.0
40.693,-0.751,4.922,28.0
40.389,-0.738,4.665,7.0
44.437,-0.805,4.886,12.0
31.666,-0.567,3.31,41.0
57.641,-1.023,5.714,6.0
24.76,-0.44,3.157,23.0
37.547,-0.661,4.583,32.0
43.943,-0.766,5.124,18.0
44.296,-0.764,4.919,18.0
31.71,-0.541,3.349,34.0
40.589,-0.685,4.067,2.0
41.263,-0.698,5.307,10.0
46.686,-0.781,5.749,7.0
37.534,-0.621,4.416,38.0
37.6,-0.615,4.215,9.0
31.771,-0.514,3.388,31.0
37.643,-0.602,3.81,32.0
41.217,-0.66,5.343,2.0
37.718,-0.597,4.682,8.0
37.662,-0.589,4.469,63.0
37.577,-0.581,4.25,67.0
37.646,-0.575,4.052,14.0
37.633,-0.568,3.846,59.0
37.703,-0.569,4.925,47.0
37.712,-0.563,4.719,36.0
44.196,-0.651,5.288,18.0
37.579,-0.546,4.287,34.0
31.838,-0.457,3.458,23.0
37.651,-0.533,3.884,33.0
47.314,-0.67,6.227,5.0
37.697,-0.526,4.753,6.0
42.57,-0.586,5.134,4.0
37.557,-0.51,4.319,32.0
31.857,-0.427,3.489,8.0
43.402,-0.573,4.517,4.0
44.992,-0.594,5.962,10.0
34.274,-0.446,4.353,2.0
46.543,-0.596,5.655,5.0
37.534,-0.474,4.35,13.0
54.2,-0.674,5.985,7.0
45.942,-0.563,4.821,2.0
36.414,-0.445,4.857,2.0
37.735,-0.454,4.825,4.0
44.238,-0.523,5.413,8.0
37.447,-0.436,4.372,9.0
31.834,-0.364,3.542,29.0
31.848,-0.358,3.369,3.0
40.807,-0.458,5.477,5.0
37.746,-0.416,4.857,5.0
36.141,-0.392,4.451,4.0
46.516,-0.495,5.468,5.0
31.805,-0.332,3.564,27.0
52.545,-0.539,5.6,14.0
32.395,-0.331,4.374,2.0
53.057,-0.532,6.869,6.0
37.499,-0.368,4.647,6.0
36.123,-0.348,4.274,12.0
31.827,-0.3,3.59,26.0
47.416,-0.438,5.088,32.0
36.464,-0.335,4.95,2.0
36.313,-0.326,4.728,1.0
37.507,-0.33,4.676,37.0
47.686,-0.41,5.676,36.0
31.844,-0.267,3.615,26.0
47.109,-0.386,5.088,22.0
36.552,-0.298,4.988,3.0
43.645,-0.347,5.713,2.0
47.273,-0.366,5.926,5.0
47.232,-0.357,5.654,45.0
31.87,-0.234,3.639,39.0
38.885,-0.279,4.225,32.0
36.559,-0.259,5.013,4.0
47.299,-0.326,6.222,51.0
37.47,-0.25,4.721,3.0
38.706,-0.251,4.658,2.0
31.876,-0.201,3.659,46.0
39.079,-0.238,4.27,31.0
47.311,-0.285,6.517,13.0
40.305,-0.234,5.327,2.0
38.472,-0.216,4.87,9.0
38.674,-0.209,4.677,11.0
31.912,-0.166,3.682,57.0
39.093,-0.196,4.294,39.0
39.12,-0.193,5.411,5.0
37.513,-0.177,4.979,27.0
38.453,-0.174,4.889,14.0
39.165,-0.17,4.757,15.0
31.928,-0.132,3.701,60.0
46.172,-0.182,5.096,6.0
40.685,-0.156,5.649,4.0
37.576,-0.136,5.007,37.0
0.0,0.0,0.0,0.0
31.92,-0.103,3.893,46.0
31.913,-0.097,3.715,48.0
36.494,-0.104,4.045,12.0
36.411,-0.1,5.073,17.0
39.247,-0.099,5.248,21.0
31.963,-0.074,4.095,68.0
31.961,-0.068,3.913,69.0
57.755,-0.112,6.748,12.0
52.208,-0.091,5.81,14.0
32.09,-0.052,4.485,21.0
31.976,-0.045,4.289,39.0
31.971,-0.039,4.109,58.0
39.649,-0.041,4.87,15.0
52.185,-0.043,6.118,44.0
36.519,-0.023,4.078,13.0
37.69,-0.018,5.282,14.0
31.962,-0.009,4.299,67.0
36.508,-0.003,4.706,7.0
36.201,0.003,4.46,12.0
39.745,0.011,4.674,9.0
36.686,0.017,4.109,13.0
31.921,0.019,4.484,27.0
31.931,0.026,4.306,49.0
36.254,0.036,4.685,3.0
36.08,0.043,4.456,5.0
39.633,0.055,4.673,3.0
39.863,0.063,4.477,4.0
31.945,0.056,4.497,58.0
32.057,0.062,4.332,9.0
0.0,0.0,0.0,0.0
33.081,0.077,4.094,10.0
40.056,0.1,4.733,1.0
30.488,0.082,3.432,32.0
39.178,0.112,5.525,15.0
38.046,0.117,5.15,6.0
0.0,0.0,0.0,0.0
32.917,0.114,4.081,2.0
30.489,0.111,3.609,21.0
30.485,0.117,3.438,35.0
30.397,0.122,4.293,41.0
53.444,0.225,7.245,17.0
33.117,0.146,4.302,3.0
30.463,0.14,3.782,4.0
30.481,0.146,3.613,75.0
