X,Y,Z,Reflectivity
24.563,-1.133,2.033,55.0
30.753,-1.419,2.384,39.0
30.886,-1.426,2.233,29.0
46.66,-2.156,3.125,6.0
163.994,-7.579,10.127,18.0
161.326,-7.459,9.122,20.0
24.579,-1.141,2.078,25.0
30.779,-1.429,2.441,2.0
30.807,-1.431,2.282,46.0
46.638,-2.167,3.206,32.0
165.923,-7.711,10.54,10.0
28.395,-1.32,1.655,1.0
46.271,-2.16,3.994,14.0
24.557,-1.146,1.991,60.0
30.787,-1.437,2.334,62.0
46.621,-2.176,3.287,18.0
165.262,-7.715,10.786,18.0
28.393,-1.325,1.705,3.0
46.235,-2.168,4.072,5.0
24.553,-1.151,2.033,47.0
30.741,-1.441,2.385,43.0
30.857,-1.446,2.229,16.0
46.693,-2.188,3.129,1.0
28.392,-1.33,1.754,4.0
30.703,-1.445,2.758,22.0
30.714,-1.444,2.597,13.0
24.573,-1.155,1.949,40.0
30.797,-1.448,2.278,43.0
46.659,-2.192,3.207,17.0
28.388,-1.333,1.802,4.0
30.766,-1.451,2.817,15.0
30.69,-1.447,2.648,33.0
24.555,-1.157,1.989,61.0
30.779,-1.45,2.329,65.0
46.659,-2.197,3.286,16.0
28.39,-1.336,1.851,3.0
30.959,-1.463,2.887,32.0
30.676,-1.449,2.699,30.0
24.555,-1.159,2.031,44.0
30.753,-1.45,2.379,54.0
30.87,-1.455,2.227,11.0
28.407,-1.338,1.9,2.0
30.976,-1.465,2.942,36.0
30.664,-1.449,2.751,27.0
30.692,-1.449,2.591,18.0
24.565,-1.159,1.942,39.0
30.808,-1.453,2.274,42.0
46.655,-2.198,3.199,14.0
38.765,-1.834,3.747,9.0
30.7,-1.451,2.806,17.0
30.674,-1.448,2.641,36.0
24.543,-1.157,1.982,59.0
30.785,-1.45,2.323,64.0
46.646,-2.196,3.276,22.0
38.745,-1.832,3.81,39.0
31.063,-1.466,2.89,31.0
30.676,-1.447,2.692,26.0
24.558,-1.157,2.023,51.0
30.757,-1.447,2.372,58.0
30.883,-1.451,2.219,10.0
38.733,-1.828,3.873,30.0
31.08,-1.465,2.943,39.0
30.693,-1.444,2.744,21.0
30.728,-1.444,2.582,2.0
30.762,-1.444,2.422,3.0
30.826,-1.445,2.265,40.0
46.311,-2.181,4.705,9.0
38.798,-1.824,3.736,6.0
31.134,-1.461,2.833,19.0
30.707,-1.439,2.629,15.0
24.56,-1.149,1.973,55.0
30.789,-1.439,2.311,58.0
46.319,-2.173,4.781,35.0
46.283,-2.168,4.531,17.0
31.267,-1.463,2.895,40.0
46.254,-2.16,4.033,36.0
24.552,-1.145,2.011,58.0
30.77,-1.432,2.358,55.0
46.354,-2.167,4.857,22.0
46.281,-2.159,4.604,46.0
31.332,-1.459,2.95,50.0
46.236,-2.149,4.104,10.0
24.58,-1.14,2.051,36.0
30.765,-1.425,2.405,22.0
46.371,-2.157,4.932,3.0
46.3,-2.149,4.678,42.0
46.264,-2.143,4.428,15.0
31.475,-1.455,2.842,43.0
46.263,-2.135,3.932,5.0
24.588,-1.132,1.96,44.0
59.956,-2.773,6.47,20.0
46.476,-2.145,4.767,8.0
46.625,-2.147,4.534,18.0
