X,Y,Z,Reflectivity
24.543,-1.421,0.846,54.0
24.567,-1.429,0.716,71.0
24.561,-1.436,0.586,74.0
24.549,-1.442,0.453,60.0
24.531,-1.448,0.323,59.0
24.524,-1.455,0.193,59.0
24.501,-1.457,0.873,66.0
24.534,-1.466,0.744,65.0
24.541,-1.473,0.614,73.0
24.54,-1.48,0.481,62.0
24.543,-1.487,0.352,76.0
24.526,-1.493,0.221,60.0
24.467,-1.493,0.9,67.0
24.508,-1.502,0.772,59.0
24.535,-1.51,0.643,77.0
24.541,-1.517,0.51,56.0
24.552,-1.525,0.381,82.0
24.52,-1.53,0.251,56.0
24.462,-1.53,0.929,78.0
24.483,-1.537,0.8,66.0
24.522,-1.546,0.672,70.0
24.54,-1.554,0.54,59.0
24.538,-1.561,0.41,61.0
24.533,-1.567,0.281,36.0
24.461,-1.566,0.959,74.0
24.473,-1.573,0.83,65.0
24.529,-1.583,0.702,62.0
24.564,-1.592,0.571,43.0
24.559,-1.598,0.441,28.0
24.564,-1.604,0.311,27.0
24.474,-1.602,0.99,52.0
24.487,-1.609,0.861,37.0
24.543,-1.619,0.733,43.0
24.553,-1.626,0.601,22.0
24.603,-1.635,0.473,14.0
24.544,-1.638,0.342,0.0
24.492,-1.638,1.022,27.0
24.487,-1.643,0.892,20.0
24.55,-1.653,0.765,22.0
82.52,-5.578,2.127,27.0
82.989,-5.631,1.7,13.0
0.0,0.0,0.0,0.0
24.572,-1.677,1.057,22.0
24.569,-1.682,0.926,24.0
83.253,-5.721,2.701,33.0
82.703,-5.702,2.238,32.0
82.932,-5.739,1.806,44.0
0.0,0.0,0.0,0.0
83.791,-5.829,3.712,33.0
82.985,-5.792,3.237,15.0
83.002,-5.812,2.799,42.0
82.603,-5.803,2.342,41.0
82.611,-5.823,1.906,42.0
82.898,-5.863,1.476,5.0
83.535,-5.92,3.811,41.0
82.797,-5.886,3.339,43.0
83.05,-5.923,2.911,40.0
82.784,-5.922,2.456,65.0
82.455,-5.917,2.012,39.0
82.966,-5.973,1.588,24.0
83.36,-6.014,3.914,36.0
82.8,-5.99,3.45,33.0
82.936,-6.018,3.018,49.0
82.882,-6.033,2.571,52.0
82.319,-6.01,2.119,40.0
82.902,-6.07,1.698,36.0
83.36,-6.117,4.028,34.0
83.127,-6.116,3.577,29.0
82.685,-6.101,3.122,39.0
82.85,-6.13,2.682,43.0
82.481,-6.12,2.235,36.0
82.745,-6.157,1.807,42.0
83.331,-6.213,4.139,40.0
84.081,-6.285,3.733,14.0
82.867,-6.211,3.241,35.0
82.691,-6.215,2.791,41.0
82.736,-6.235,2.357,51.0
82.631,-6.244,1.918,40.0
83.476,-6.32,4.262,36.0
86.256,-6.546,3.948,30.0
82.707,-6.292,3.349,23.0
82.556,-6.296,2.899,42.0
82.412,-6.301,2.46,39.0
82.365,-6.315,2.026,42.0
83.158,-6.387,4.36,35.0
83.487,-6.427,3.936,20.0
83.281,-6.427,3.488,21.0
82.513,-6.383,3.012,45.0
82.587,-6.404,2.581,42.0
82.205,-6.39,2.137,36.0
83.242,-6.483,4.483,38.0
83.265,-6.499,4.044,32.0
83.767,-6.553,3.627,26.0
82.332,-6.455,3.122,36.0
82.468,-6.48,2.693,45.0
82.238,-6.477,2.253,38.0
83.416,-6.582,4.61,42.0
83.139,-6.574,4.155,39.0
83.661,-6.629,3.74,40.0
82.545,-6.554,3.247,35.0
82.543,-6.568,2.813,42.0
82.62,-6.589,2.381,43.0
83.532,-6.674,4.734,43.0
83.044,-6.647,4.269,35.0
83.373,-6.687,3.847,40.0
83.005,-6.671,3.383,28.0
82.44,-6.638,2.926,40.0
82.69,-6.672,2.5,46.0
83.621,-6.76,4.86,33.0
83.186,-6.737,4.396,41.0
83.293,-6.757,3.962,48.0
83.216,-6.764,3.512,33.0
82.224,-6.696,3.037,48.0
82.289,-6.713,2.607,39.0
83.648,-6.837,4.981,37.0
83.531,-6.839,4.534,42.0
83.354,-6.835,4.084,42.0
82.588,-6.785,3.604,28.0
81.973,-6.746,3.145,36.0
82.174,-6.775,2.72,45.0
83.735,-6.916,5.107,13.0
83.756,-6.929,4.667,43.0
83.415,-6.912,4.208,44.0
83.298,-6.912,3.754,42.0
82.035,-6.819,3.265,37.0
82.067,-6.833,2.834,37.0
86.41,-7.207,5.395,19.0
83.77,-6.997,4.789,38.0
83.15,-6.956,4.314,38.0
83.072,-6.959,3.864,39.0
82.194,-6.896,3.391,36.0
82.037,-6.893,2.952,44.0
86.409,-7.275,5.521,23.0
84.08,-7.087,4.929,15.0
83.275,-7.029,4.442,41.0
83.189,-7.031,3.99,41.0
81.921,-6.934,3.498,34.0
81.957,-6.946,3.068,41.0
85.909,-7.295,5.614,20.0
86.286,-7.336,5.183,7.0
83.582,-7.115,4.58,38.0
83.284,-7.098,4.116,46.0
81.736,-6.975,3.609,29.0
81.963,-7.003,3.188,40.0
84.594,-7.241,5.653,23.0
86.399,-7.404,5.316,11.0
83.434,-7.158,4.692,24.0
83.125,-7.139,4.229,42.0
81.728,-7.027,3.727,17.0
81.846,-7.046,3.302,35.0
84.568,-7.294,5.775,16.0
84.704,-7.312,5.336,11.0
83.442,-7.211,4.816,20.0
83.036,-7.183,4.346,38.0
82.837,-7.173,3.9,37.0
81.718,-7.084,3.417,36.0
84.768,-7.362,5.913,21.0
84.603,-7.354,5.453,27.0
83.744,-7.285,4.956,23.0
83.201,-7.245,4.477,35.0
82.926,-7.228,4.024,35.0
81.783,-7.135,3.538,32.0
60.199,-5.262,4.287,5.0
84.512,-7.392,5.57,31.0
84.442,-7.392,5.12,12.0
83.351,-7.301,4.605,39.0
82.92,-7.27,4.144,37.0
81.908,-7.187,3.662,31.0
112.617,-9.901,8.184,11.0
84.628,-7.445,5.701,26.0
84.591,-7.446,5.251,24.0
83.443,-7.351,4.731,39.0
83.049,-7.32,4.271,37.0
82.112,-7.243,3.79,41.0
112.504,-9.944,8.34,24.0
84.997,-7.516,5.85,19.0
84.544,-7.48,5.371,24.0
83.72,-7.412,4.868,31.0
83.291,-7.377,4.403,37.0
82.522,-7.314,3.927,49.0
112.53,-9.994,8.505,11.0
84.983,-7.551,5.971,8.0
0.0,0.0,0.0,0.0
84.138,-7.482,5.014,27.0
83.609,-7.438,4.54,40.0
82.95,-7.383,4.066,36.0
114.645,-10.225,8.83,19.0
60.137,-5.365,4.312,2.0
85.584,-7.638,5.684,26.0
84.218,-7.518,5.139,31.0
83.615,-7.467,4.66,40.0
83.126,-7.427,4.194,43.0
114.624,-10.262,8.993,11.0
112.539,-10.077,8.232,22.0
85.549,-7.662,5.804,23.0
84.316,-7.554,5.265,32.0
83.461,-7.478,4.771,37.0
83.256,-7.463,4.318,38.0
114.615,-10.295,9.156,10.0
112.516,-10.107,8.391,20.0
85.503,-7.681,5.923,12.0
84.35,-7.579,5.387,22.0
83.721,-7.524,4.904,39.0
83.473,-7.502,4.448,40.0
114.426,-10.306,9.306,19.0
112.484,-10.131,8.55,4.0
112.553,-10.137,7.957,21.0
85.342,-7.686,5.572,17.0
84.039,-7.57,5.041,46.0
83.766,-7.546,4.581,40.0
113.859,-10.279,9.421,18.0
112.795,-10.181,8.732,8.0
112.66,-10.168,8.123,24.0
85.683,-7.733,5.713,28.0
84.16,-7.594,5.166,36.0
83.449,-7.53,4.681,40.0
113.859,-10.297,9.581,13.0
112.609,-10.181,8.877,21.0
112.764,-10.193,8.288,25.0
85.68,-7.743,5.833,15.0
84.241,-7.612,5.288,33.0
83.371,-7.533,4.791,32.0
24.6,-2.227,2.104,0.0
112.533,-10.186,9.026,14.0
112.931,-10.219,8.456,14.0
114.046,-10.317,7.921,8.0
84.352,-7.629,5.41,21.0
83.738,-7.572,4.927,30.0
24.597,-2.229,2.137,8.0
114.469,-10.369,9.337,16.0
116.041,-10.507,8.846,9.0
112.511,-10.183,7.967,24.0
85.641,-7.749,5.609,28.0
84.03,-7.601,5.057,32.0
24.578,-2.228,2.169,28.0
114.036,-10.332,9.455,14.0
112.825,-10.217,8.754,18.0
112.661,-10.197,8.129,27.0
85.68,-7.752,5.726,26.0
84.122,-7.608,5.175,34.0
24.576,-2.227,2.202,43.0
114.456,-10.367,9.645,9.0
112.559,-10.19,8.884,22.0
112.843,-10.209,8.292,23.0
