Point_X (m),Point_Y (m),Point_Z (m),Point_V (m/s),Point_azimuth (deg),Point_elevation (deg),Point_snr (dB),Point_Power (dB),Point_Valid (-),Point_Probability (-),Point_Mstate (-),Point_Class (-)
2.4945209,-1.0423594,-0.30057111,0.0,-22.67,-6.3400002,30.9,41.32,1.0,0.0,0.0,0.0
2.6422749,-1.1506313,-0.31903619,0.0,-22.18,-6.3699999,33.2,43.2,1.0,0.0,0.0,0.0
3.4158931,-1.1516415,-0.2961936,0.063595369,-18.610001,-4.6900001,28.65,39.44,1.0,0.0,0.0,0.0
3.4172001,4.903852,-0.29823339,0.0,-18.620001,-4.7199998,33.05,43.84,1.0,0.0,0.0,0.0
7.0258813,4.9103856,-0.48396891,-0.063595369,34.91,-3.23,22.8,35.36,1.0,0.0,0.0,0.0
7.0326338,4.9173098,-0.48384041,0.0,34.919998,-3.22,27.01,39.8,1.0,0.0,0.0,0.0
7.0329003,5.1192126,-0.49157372,0.063595369,34.959999,-3.27,22.93,35.48,1.0,0.0,0.0,0.0
7.2758174,5.1166739,-0.43252555,0.063595369,35.119999,-2.78,25.34,37.9,1.0,0.0,0.0,0.0
7.2791042,5.1122079,-0.42147592,0.0,35.099998,-2.71,29.47,42.26,1.0,23.0,0.0,0.0
7.281023,5.4445276,-0.42070863,-0.063595369,35.07,-2.7,24.68,37.69,1.0,0.0,0.0,0.0
8.990139,5.454545,-0.30377057,-0.063595369,31.190001,-1.65,24.47,36.77,1.0,0.0,0.0,0.0
8.9963865,5.4479513,-0.32834333,0.063595369,31.219999,-1.78,24.58,37.13,1.0,0.0,0.0,0.0
8.9965897,5.5232959,-0.31221801,0.0,31.190001,-1.7,28.87,41.42,1.0,54.0,0.0,0.0
9.2050743,5.5261822,-0.3499493,0.063595369,30.959999,-1.86,23.94,36.49,1.0,0.0,0.0,0.0
9.2055645,5.5284262,-0.33432353,0.0,30.969999,-1.78,28.17,40.72,1.0,0.0,0.0,0.0
9.2105665,7.4389539,-0.32092011,-0.063595369,30.969999,-1.71,23.54,36.09,1.0,0.0,0.0,0.0
10.215097,7.4214325,-0.21937731,-0.063595369,36.060001,-0.99000001,21.75,34.76,1.0,0.0,0.0,0.0
10.222395,7.4158316,-0.21606489,0.0,35.970001,-0.97000003,26.16,38.95,1.0,0.0,0.0,0.0
10.225425,4.6519198,-0.22315744,0.063595369,35.950001,-1.01,22.08,34.64,1.0,0.0,0.0,0.0
10.541729,-1.5579737,-0.43137929,0.0,23.809999,-2.1400001,33.25,45.3,1.0,26.0,0.0,0.0
11.250591,-1.5577483,-0.4705112,0.063595369,-7.8800001,-2.3699999,32.75,45.76,1.0,14.0,0.0,0.0
11.250849,-1.5566393,-0.46770525,0.0,-7.8800001,-2.3499999,37.14,50.15,1.0,68.0,0.0,0.0
11.251333,-1.5611967,-0.46602657,-0.063595369,-7.8699999,-2.3399999,32.95,45.73,1.0,0.0,0.0,0.0
11.302485,-1.5609369,-0.45328927,0.0,-7.8600001,-2.27,40.19,52.49,1.0,100.0,0.0,0.0
11.302944,-1.5609952,-0.45640463,0.063595369,-7.8600001,-2.29,35.8,48.1,1.0,68.0,0.0,0.0
11.302987,-1.5595454,-0.44997466,-0.063595369,-7.8600001,-2.25,35.8,48.1,1.0,45.0,0.0,0.0
11.311004,-1.5595454,-0.4462029,0.12719074,-7.8499999,-2.23,20.78,33.09,1.0,0.0,0.0,0.0
11.313038,-1.563038,-0.43619823,-0.12719074,-7.8600001,-2.1800001,20.86,33.16,1.0,0.0,0.0,0.0
11.410916,-1.5982561,-0.43087989,-0.063595369,-7.9699998,-2.1400001,28.86,40.9,1.0,0.0,0.0,0.0
11.411725,-1.5907148,-0.45266321,0.063595369,-7.9299998,-2.24,28.94,40.98,1.0,0.0,0.0,0.0
11.411908,-1.5925975,-0.43182135,0.0,-7.9400001,-2.1400001,33.25,45.3,1.0,26.0,0.0,0.0
12.013824,4.632452,-0.60311741,0.063595369,21.08,-2.6800001,21.85,33.61,1.0,0.0,0.0,0.0
12.015346,4.632884,-0.57581311,0.0,21.08,-2.5599999,26.51,37.98,1.0,0.0,0.0,0.0
12.019243,4.6219044,-0.56998706,-0.063595369,21.030001,-2.53,22.05,33.81,1.0,0.0,0.0,0.0
13.752187,4.7379217,-0.54073203,-0.063595369,19.0,-2.1199999,19.13,32.93,1.0,0.0,0.0,0.0
14.24533,15.186019,1.575829,0.0,46.830002,4.3200002,24.49,38.29,1.0,0.0,0.0,0.0
14.988055,-9.0541372,1.2079334,0.12719074,-31.129999,3.9400001,12.67,26.47,1.0,0.0,0.0,0.0
15.009808,-9.041255,1.2708236,0.063595369,-31.059999,4.1399999,27.72,41.52,1.0,22.0,0.0,0.0
15.010799,-9.0395756,1.2846433,0.0,-31.049999,4.1900001,32.28,45.89,1.0,65.0,0.0,0.0
15.011163,-9.0391541,1.2847124,-0.063595369,-31.049999,4.1900001,28.24,41.47,1.0,0.0,0.0,0.0
15.052304,-9.0586519,1.393952,-0.12719074,-31.040001,4.5300002,14.69,28.49,1.0,0.0,0.0,0.0
15.056881,-9.0473022,1.3610908,-0.063595369,-31.0,4.4299998,29.69,43.49,1.0,40.0,0.0,0.0
15.057275,-9.0445652,1.36685,0.0,-30.99,4.4400001,33.91,47.89,1.0,100.0,0.0,0.0
15.057959,-9.0431299,1.3699366,0.063595369,-30.98,4.4499998,29.5,43.48,1.0,43.0,0.0,0.0
15.0636,-9.050931,1.3606594,0.12719074,-30.99,4.4200001,14.34,28.14,1.0,0.0,0.0,0.0
15.635082,4.3988423,0.24007256,0.0,15.71,0.83999997,18.86,32.48,1.0,0.0,0.0,0.0
15.641854,4.3922653,0.1712188,0.063595369,15.68,0.60000002,14.68,28.3,1.0,0.0,0.0,0.0
18.016529,-15.102514,2.9628861,0.063595369,-39.970001,7.1799998,15.55,30.18,1.0,0.0,0.0,0.0
18.733089,15.076371,3.6597457,-0.063595369,38.82,8.6499996,14.88,28.5,1.0,0.0,0.0,0.0
19.967081,-1.6498177,-0.44654897,-0.063595369,-4.7199998,-1.27,23.54,37.16,1.0,0.0,0.0,0.0
19.968494,-1.6435417,-0.45131791,0.0,-4.6999998,-1.29,28.07,41.69,1.0,0.0,0.0,0.0
19.96851,-1.6360985,-0.45310557,0.063595369,-4.6799998,-1.29,23.8,37.41,1.0,0.0,0.0,0.0
19.996159,-1.2590482,-0.43815604,0.063595369,-3.5999999,-1.25,23.8,37.41,1.0,0.0,0.0,0.0
19.997627,-1.2446488,-0.43758184,0.0,-3.5599999,-1.25,28.07,41.69,1.0,0.0,0.0,0.0
19.997633,-1.2295572,-0.43409574,-0.063595369,-3.51,-1.24,23.54,37.16,1.0,0.0,0.0,0.0
20.060732,-1.8133526,-0.37313861,0.063595369,-5.1599998,-1.0599999,31.99,45.97,1.0,39.0,0.0,0.0
20.061424,-1.8116132,-0.36774972,0.0,-5.1599998,-1.04,36.52,50.32,1.0,100.0,0.0,0.0
20.062532,-1.8027506,-0.35529664,-0.063595369,-5.1300001,-1.01,32.15,45.77,1.0,0.0,0.0,0.0
20.073687,-1.6812584,1.3545868,0.12719074,-4.7800002,3.8399999,15.97,29.4,1.0,0.0,0.0,0.0
20.092768,-1.4149013,-0.37313861,0.063595369,-4.02,-1.0599999,31.99,45.97,1.0,39.0,0.0,0.0
20.092852,-1.4256253,-0.35529664,-0.063595369,-4.0500002,-1.01,32.15,45.77,1.0,0.0,0.0,0.0
20.093042,-1.4185694,-0.36774972,0.0,-4.0300002,-1.04,36.52,50.32,1.0,100.0,0.0,0.0
20.216677,-1.7597419,-1.7329952,0.063595369,-4.9699998,-4.8800001,19.55,32.78,1.0,0.0,0.0,0.0
20.2206,-1.752002,-1.7200153,-0.063595369,-4.9499998,-4.8400002,19.0,32.81,1.0,0.0,0.0,0.0
20.223982,-1.6747187,-1.7338455,0.0,-4.73,-4.8800001,23.73,37.16,1.0,0.0,0.0,0.0
23.235516,-46.731045,4.4756899,0.0,-63.560001,4.9000001,20.24,35.29,1.0,0.0,0.0,0.0
23.242392,-46.727684,4.5206823,0.063595369,-63.549999,4.9499998,16.06,30.97,1.0,0.0,0.0,0.0
23.272921,-46.49649,4.7658896,0.0,-63.41,5.23,17.29,32.48,1.0,0.0,0.0,0.0
