Point_X (m),Point_Y (m),Point_Z (m),Point_V (m/s),Point_azimuth (deg),Point_elevation (deg),Point_snr (dB),Point_Power (dB),Point_Valid (-),Point_Probability (-),Point_Mstate (-),Point_Class (-)
2.4962862,-1.0436029,-0.29822773,0.0,-22.68,-6.2800002,30.82,41.23,1.0,15.0,0.0,0.0
2.6432421,-1.1483961,-0.31285238,0.0,-22.16,-6.25,32.37,43.16,1.0,0.0,0.0,0.0
3.4240096,-1.1508801,-0.30657417,0.0,-18.540001,-4.8499999,33.36,44.15,1.0,0.0,0.0,0.0
3.4255824,5.1068411,-0.30662715,-0.063595369,-18.57,-4.8400002,29.32,39.74,1.0,0.0,0.0,0.0
7.2627563,5.1135197,-0.4247928,0.063595369,35.110001,-2.73,25.05,38.27,1.0,0.0,0.0,0.0
7.263649,5.11095,-0.41748795,-0.063595369,35.139999,-2.6900001,25.35,38.36,1.0,0.0,0.0,0.0
7.2645011,5.4778047,-0.42343339,0.0,35.119999,-2.72,29.43,42.66,1.0,0.0,0.0,0.0
8.9698334,5.4676714,-0.28213808,0.063595369,31.41,-1.53,23.78,37.2,1.0,0.0,0.0,0.0
8.9808321,5.4650855,-0.271588,0.0,31.33,-1.47,28.23,41.46,1.0,24.0,0.0,0.0
8.9905272,5.562501,-0.26705569,-0.063595369,31.290001,-1.45,24.32,37.11,1.0,0.0,0.0,0.0
9.1845064,7.4256868,-0.32173964,-0.063595369,31.200001,-1.71,23.0,36.22,1.0,0.0,0.0,0.0
10.217789,5.9670558,-0.27247962,-0.063595369,36.0,-1.23,21.47,34.48,1.0,0.0,0.0,0.0
10.220994,5.9669299,-0.27471292,0.0,30.27,-1.3200001,27.63,40.41,1.0,0.0,0.0,0.0
10.222299,5.9616876,-0.27395692,0.063595369,30.27,-1.3200001,23.75,36.3,1.0,0.0,0.0,0.0
10.225307,7.4125848,-0.27309361,-0.063595369,30.24,-1.3200001,23.41,35.96,1.0,0.0,0.0,0.0
10.228941,7.4099073,-0.25979063,0.0,35.919998,-1.17,25.78,38.79,1.0,0.0,0.0,0.0
10.235675,4.6600175,-0.24608974,0.063595369,35.900002,-1.11,21.45,34.46,1.0,0.0,0.0,0.0
10.539728,-1.5584025,-0.41968274,0.0,23.85,-2.0799999,32.42,44.97,1.0,26.0,0.0,0.0
