Point_X (m),Point_Y (m),Point_Z (m),Point_V (m/s),Point_azimuth (deg),Point_elevation (deg),Point_snr (dB),Point_Power (dB),Point_Valid (-),Point_Probability (-),Point_Mstate (-),Point_Class (-)
2.4928262,-1.0436492,-0.29848918,0.0,-22.709999,-6.3000002,30.57,41.37,1.0,0.0,0.0,0.0
2.6392837,-1.1562817,-0.31554922,0.0,-22.139999,-6.3099999,32.39,43.18,1.0,0.0,0.0,0.0
3.4251294,-1.1547194,-0.29446268,0.0,-18.65,-4.6500001,34.01,44.01,1.0,14.0,0.0,0.0
3.4271932,4.9592423,-0.29527321,0.063595369,-18.620001,-4.6599998,29.69,39.69,1.0,0.0,0.0,0.0
7.019289,5.1346231,-0.48671621,0.063595369,35.240002,-3.24,23.68,35.99,1.0,0.0,0.0,0.0
7.2577171,5.1333756,-0.40206894,-0.063595369,35.27,-2.5799999,25.9,38.46,1.0,0.0,0.0,0.0
7.2634168,5.1346436,-0.41279238,0.0,35.25,-2.6500001,29.98,42.77,1.0,51.0,0.0,0.0
7.2666907,5.5415587,-0.41123667,0.063595369,35.240002,-2.6400001,25.81,38.37,1.0,0.0,0.0,0.0
9.1923704,5.5423875,-0.33295152,0.063595369,31.08,-1.77,23.27,36.5,1.0,0.0,0.0,0.0
9.194993,5.5405555,-0.30412266,-0.063595369,31.07,-1.62,23.31,36.53,1.0,0.0,0.0,0.0
9.198638,7.1337819,-0.3208214,0.0,31.059999,-1.71,27.28,40.7,1.0,0.0,0.0,0.0
10.131115,7.3912554,-0.28192952,-0.063595369,35.150002,-1.3,23.04,35.34,1.0,0.0,0.0,0.0
10.233538,7.3887696,-0.26354057,0.063595369,35.830002,-1.1900001,20.63,33.64,1.0,0.0,0.0,0.0
10.236838,5.9397402,-0.25296372,0.0,35.82,-1.14,24.39,37.4,1.0,0.0,0.0,0.0
10.241467,5.9413857,-0.31974494,0.0,30.110001,-1.54,28.97,41.01,1.0,0.0,0.0,0.0
10.242343,5.9381208,-0.31745341,0.063595369,30.110001,-1.53,23.98,36.54,1.0,0.0,0.0,0.0
10.245336,4.6661749,-0.30807486,-0.063595369,30.09,-1.49,24.82,36.87,1.0,0.0,0.0,0.0
10.541136,-1.5540832,-0.4321208,0.0,23.870001,-2.1400001,32.54,45.09,1.0,38.0,0.0,0.0
11.249579,-1.5569528,-0.4638232,0.063595369,-7.8600001,-2.3299999,33.1,45.65,1.0,0.0,0.0,0.0
11.249906,-1.5591406,-0.45927873,0.0,-7.8699999,-2.3099999,37.09,50.1,1.0,78.0,0.0,0.0
11.24992,-1.5585014,-0.45642209,-0.063595369,-7.8899999,-2.3,32.84,45.63,1.0,0.0,0.0,0.0
11.299804,-1.5591918,-0.45421648,0.063595369,-7.8499999,-2.28,34.82,47.83,1.0,67.0,0.0,0.0
11.300558,-1.5605123,-0.45193616,0.0,-7.8499999,-2.26,39.27,52.28,1.0,100.0,0.0,0.0
11.30194,-1.5726281,-0.45125535,-0.063595369,-7.8600001,-2.26,34.84,47.85,1.0,33.0,0.0,0.0
11.326022,-1.5869193,-0.45374626,-0.12719074,-7.9000001,-2.27,20.24,33.25,1.0,0.0,0.0,0.0
11.416778,-1.5884571,-0.44577658,0.063595369,-7.9099998,-2.21,27.76,40.55,1.0,0.0,0.0,0.0
11.417631,-1.5884571,-0.43585697,0.0,-7.9200001,-2.1600001,32.54,45.09,1.0,38.0,0.0,0.0
11.42008,-1.5900948,-0.43391508,-0.063595369,-7.9200001,-2.1500001,28.49,40.8,1.0,0.0,0.0,0.0
11.9698,5.3706574,-0.23352961,0.063595369,24.16,-1.01,23.12,34.88,1.0,0.0,0.0,0.0
12.074649,4.6219692,-0.31936213,0.0,20.940001,-1.41,26.08,37.84,1.0,0.0,0.0,0.0
13.592945,4.5934877,-0.28947562,0.063595369,18.67,-1.15,19.6,32.82,1.0,0.0,0.0,0.0
13.598004,4.6033354,-0.29449314,0.0,18.700001,-1.17,23.83,37.06,1.0,0.0,0.0,0.0
13.610833,4.596633,-0.28467584,-0.063595369,18.66,-1.13,19.96,32.97,1.0,0.0,0.0,0.0
13.767138,4.695981,-0.46569729,0.0,18.83,-1.83,23.89,37.32,1.0,0.0,0.0,0.0
13.781045,4.6789484,-0.46816939,-0.063595369,18.75,-1.84,20.33,33.56,1.0,0.0,0.0,0.0
14.366489,15.258617,1.5420936,-0.063595369,46.720001,4.1999998,23.08,37.85,1.0,0.0,0.0,0.0
15.027774,-8.9909763,1.2364438,0.12719074,-30.889999,4.0300002,13.43,26.85,1.0,0.0,0.0,0.0
15.028942,-9.0174694,1.2777089,-0.063595369,-30.959999,4.1599998,29.1,42.9,1.0,27.0,0.0,0.0
15.032595,-9.0187321,1.2749387,0.0,-30.959999,4.1500001,33.46,47.27,1.0,98.0,0.0,0.0
15.033659,-9.0167475,1.2743824,0.063595369,-30.950001,4.1500001,29.13,42.75,1.0,26.0,0.0,0.0
15.068695,-9.0189905,1.3447793,-0.063595369,-30.9,4.3699999,31.0,44.8,1.0,71.0,0.0,0.0
15.069304,-9.0102558,1.3967255,-0.12719074,-30.870001,4.54,15.87,29.68,1.0,0.0,0.0,0.0
15.069634,-9.0200672,1.3421105,0.0,-30.9,4.3600001,35.28,49.26,1.0,100.0,0.0,0.0
15.07142,-9.0202532,1.3377836,0.063595369,-30.9,4.3499999,30.98,44.78,1.0,40.0,0.0,0.0
15.094446,-9.0259123,1.2504234,0.12719074,-30.870001,4.0599999,14.97,28.95,1.0,0.0,0.0,0.0
15.13998,-9.0317621,1.7782447,0.063595369,-30.809999,5.75,22.19,35.41,1.0,0.0,0.0,0.0
15.140011,-9.0354853,1.746577,0.0,-30.82,5.6500001,26.5,39.72,1.0,0.0,0.0,0.0
15.142598,-9.0409641,1.7233136,-0.063595369,-30.83,5.5799999,21.88,35.3,1.0,0.0,0.0,0.0
18.916447,10.534031,-0.17651001,0.0,29.110001,-0.46000001,19.17,32.98,1.0,0.0,0.0,0.0
19.95186,-1.8497295,-0.37423167,-0.063595369,-5.29,-1.0599999,22.67,36.47,1.0,0.0,0.0,0.0
19.956671,-1.7985932,-0.38217017,0.0,-5.1399999,-1.09,27.21,41.02,1.0,0.0,0.0,0.0
19.966335,-1.6867074,-0.3854585,0.063595369,-4.8200002,-1.1,22.96,36.58,1.0,0.0,0.0,0.0
19.993093,-1.3341019,-0.38217017,0.0,-3.8099999,-1.09,27.21,41.02,1.0,0.0,0.0,0.0
19.994808,-1.3060822,-0.37423167,-0.063595369,-3.73,-1.0599999,22.67,36.47,1.0,0.0,0.0,0.0
