Point_X (m),Point_Y (m),Point_Z (m),Point_V (m/s),Point_azimuth (deg),Point_elevation (deg),Point_snr (dB),Point_Power (dB),Point_Valid (-),Point_Probability (-),Point_Mstate (-),Point_Class (-)
0.97349876,-2.8720205,-0.24426813,0.063595369,-71.269997,-4.5999999,29.3,38.84,1.0,0.0,0.0,0.0
0.97626442,-2.8680165,-0.24414982,0.0,-71.209999,-4.5999999,33.77,43.31,1.0,63.0,0.0,0.0
0.98191512,-2.8327143,-0.24302186,-0.063595369,-71.099998,-4.5799999,28.86,38.86,1.0,0.0,0.0,0.0
1.0043008,-2.8106785,-0.23365052,0.063595369,-70.470001,-4.4400001,26.92,36.46,1.0,0.0,0.0,0.0
1.0603946,-2.8281844,-0.23273788,-0.063595369,-69.32,-4.4299998,27.02,36.56,1.0,0.0,0.0,0.0
1.3220447,-2.828635,-0.27375358,0.0,-64.940002,-5.0100002,24.36,33.91,1.0,0.0,0.0,0.0
1.324129,9.2284174,-0.27592275,0.063595369,-64.910004,-5.04,19.6,29.6,1.0,0.0,0.0,0.0
3.5906303,9.3430538,0.30827621,0.0,68.730003,1.78,18.36,30.66,1.0,0.0,0.0,0.0
3.6304572,9.4710674,0.34462792,0.0,68.760002,1.96,19.81,32.6,1.0,0.0,0.0,0.0
4.4195533,9.7452278,-0.86051857,0.0,64.980003,-4.6999998,15.45,27.49,1.0,0.0,0.0,0.0
4.5299606,9.8868141,-0.88780701,0.0,65.059998,-4.7199998,16.18,28.73,1.0,0.0,0.0,0.0
4.6434088,10.416076,-0.93909776,0.0,64.839996,-4.9099998,16.81,29.11,1.0,0.0,0.0,0.0
5.2759585,-12.480879,-0.88299811,0.0,63.130001,-4.3200002,15.11,27.16,1.0,0.0,0.0,0.0
15.961866,-12.477073,0.51416588,0.0,-38.02,1.45,19.08,34.39,1.0,0.0,0.0,0.0
15.964188,-15.391957,0.49797359,0.063595369,-38.0,1.4,14.88,30.19,1.0,0.0,0.0,0.0
16.050629,-15.366918,1.0393404,-0.063595369,-43.790001,2.6700001,28.38,43.43,1.0,0.0,0.0,0.0
16.121141,-15.334379,1.1310285,0.0,-43.619999,2.9000001,30.97,46.16,1.0,48.0,0.0,0.0
16.153076,-10.089467,1.1482787,0.063595369,-43.509998,2.95,27.39,42.44,1.0,21.0,0.0,0.0
16.843975,-10.173794,0.12894604,0.0,-30.92,0.37,30.49,44.81,1.0,7.0,0.0,0.0
16.865074,-10.162718,0.14529528,0.063595369,-31.1,0.41999999,21.83,36.45,1.0,0.0,0.0,0.0
16.869762,-10.148154,0.14173874,0.0,-31.059999,0.41,26.41,40.89,1.0,0.0,0.0,0.0
16.876934,-9.1873083,0.17335822,-0.063595369,-31.01,0.5,21.98,36.45,1.0,0.0,0.0,0.0
17.268555,-9.17908,0.20237765,0.063595369,-28.01,0.58999997,18.8,32.6,1.0,0.0,0.0,0.0
17.275536,-9.1714077,0.1865239,0.0,-27.98,0.54000002,23.03,36.83,1.0,0.0,0.0,0.0
17.278219,-9.2343807,0.1777737,-0.063595369,-27.950001,0.51999998,18.51,32.49,1.0,0.0,0.0,0.0
17.325974,-9.2311735,0.21318123,-0.063595369,-28.049999,0.62,26.06,40.37,1.0,0.0,0.0,0.0
17.328522,-9.2311735,0.20298965,0.0,-28.040001,0.58999997,30.49,44.81,1.0,7.0,0.0,0.0
17.329119,-9.2271357,0.20414118,0.063595369,-28.030001,0.58999997,25.9,40.37,1.0,0.0,0.0,0.0
17.383942,-9.2577524,0.22492954,0.063595369,-28.030001,0.64999998,21.83,36.45,1.0,0.0,0.0,0.0
18.460085,-7.5750904,0.20054546,0.063595369,-22.309999,0.56999999,16.12,30.89,1.0,0.0,0.0,0.0
18.468557,-7.5419121,0.22955085,0.0,-22.209999,0.64999998,20.27,35.04,1.0,0.0,0.0,0.0
18.474968,-7.5244827,0.25802141,-0.063595369,-22.16,0.74000001,15.65,30.42,1.0,0.0,0.0,0.0
19.622976,-6.246798,0.34867796,0.0,-17.65,0.97000003,17.05,32.37,1.0,0.0,0.0,0.0
19.80509,-6.3983517,0.15336688,0.063595369,-17.9,0.41999999,16.86,31.92,1.0,0.0,0.0,0.0
