Point_X (m),Point_Y (m),Point_Z (m),Point_V (m/s),Point_azimuth (deg),Point_elevation (deg),Point_snr (dB),Point_Power (dB),Point_Valid (-),Point_Probability (-),Point_Mstate (-),Point_Class (-)
0.97413462,-2.8692126,-0.24294445,0.063595369,-71.239998,-4.5799999,29.5,39.04,1.0,0.0,0.0,0.0
0.9755801,-2.8695445,-0.24263833,0.0,-71.220001,-4.5700002,33.9,43.44,1.0,99.0,0.0,0.0
0.97727442,-2.8059144,-0.23924614,-0.063595369,-71.190002,-4.5100002,28.97,38.97,1.0,0.0,0.0,0.0
1.0759796,-2.8044953,-0.23164405,0.0,-69.010002,-4.4000001,30.33,41.12,1.0,19.0,0.0,0.0
1.0774978,-2.8042111,-0.23198883,0.063595369,-68.980003,-4.4099998,25.94,36.74,1.0,0.0,0.0,0.0
1.0788747,-2.8321497,-0.23046207,-0.063595369,-68.949997,-4.3800001,25.85,36.64,1.0,0.0,0.0,0.0
1.3166304,-2.8308246,-0.26669726,0.063595369,-65.059998,-4.8800001,19.08,29.5,1.0,0.0,0.0,0.0
1.3176494,9.3327951,-0.2677781,0.0,-65.029999,-4.9000001,23.17,33.96,1.0,0.0,0.0,0.0
3.5476575,9.2339277,0.34235618,0.0,69.18,1.96,21.87,34.17,1.0,0.0,0.0,0.0
3.5677667,9.4188013,0.32114106,0.0,68.870003,1.85,21.26,33.81,1.0,0.0,0.0,0.0
4.3771234,14.61712,-0.93864393,0.0,65.07,-5.1599998,14.63,26.93,1.0,0.0,0.0,0.0
5.1646805,14.597717,-0.23275487,0.0,70.540001,-0.86000001,16.67,30.82,1.0,0.0,0.0,0.0
5.2223926,-12.54555,-0.24917287,0.063595369,70.309998,-0.92000002,11.93,26.25,1.0,0.0,0.0,0.0
15.958267,-15.366718,0.20018278,-0.063595369,-38.169998,0.56,17.46,30.88,1.0,0.0,0.0,0.0
16.078119,-15.372491,1.2092009,-0.063595369,-43.700001,3.1099999,27.0,41.62,1.0,2.0,0.0,0.0
16.094406,-15.345328,1.1986774,0.0,-43.68,3.0799999,31.78,46.09,1.0,95.0,0.0,0.0
16.110525,-15.583188,1.2038112,0.063595369,-43.599998,3.0899999,28.82,43.13,1.0,0.0,0.0,0.0
16.143625,-15.565223,1.1145469,0.0,-43.98,2.8399999,32.07,46.38,1.0,100.0,0.0,0.0
16.167051,-10.132779,1.1158713,-0.063595369,-43.91,2.8399999,27.34,41.81,1.0,1.0,0.0,0.0
16.83436,-10.057981,0.19413814,0.12719074,-31.040001,0.56,13.01,27.63,1.0,0.0,0.0,0.0
16.85607,-9.1784515,0.10745783,0.0,-30.82,0.31,29.83,44.14,1.0,100.0,0.0,0.0
17.272039,-9.1692781,0.19557399,0.063595369,-27.98,0.56999999,17.8,32.27,1.0,0.0,0.0,0.0
17.27795,-9.1635637,0.19615321,0.0,-27.950001,0.56999999,22.21,36.53,1.0,0.0,0.0,0.0
17.279421,-9.2114286,0.19786067,-0.063595369,-27.93,0.56999999,17.98,32.29,1.0,0.0,0.0,0.0
17.336662,-9.1975908,0.21720183,0.063595369,-27.98,0.63,25.3,39.92,1.0,0.0,0.0,0.0
17.339663,-9.1895247,0.20502359,0.0,-27.940001,0.58999997,29.83,44.14,1.0,100.0,0.0,0.0
17.341209,-9.1895247,0.20387639,-0.063595369,-27.92,0.58999997,25.8,39.78,1.0,5.0,0.0,0.0
17.42194,-9.1977158,0.27222988,0.0,-27.83,0.79000002,25.95,39.93,1.0,4.0,0.0,0.0
17.426401,-9.1870422,0.25676984,-0.063595369,-27.790001,0.74000001,21.29,35.44,1.0,0.0,0.0,0.0
19.623255,-6.2117243,0.36819291,-0.063595369,-17.559999,1.02,16.84,30.64,1.0,0.0,0.0,0.0
19.77496,-6.3798313,0.14972356,0.0,-17.879999,0.41,22.06,36.68,1.0,0.0,0.0,0.0
19.775902,-6.3915949,0.170564,-0.063595369,-17.91,0.47,17.93,32.55,1.0,0.0,0.0,0.0
19.776539,-6.364181,0.12507834,0.063595369,-17.83,0.34,17.48,32.1,1.0,0.0,0.0,0.0
19.947039,-8.6045742,-1.8240618,-0.063595369,-23.33,-4.79,22.76,37.95,1.0,0.0,0.0,0.0
19.975794,-8.5409288,-1.8503034,0.0,-23.139999,-4.8600001,25.32,40.38,1.0,0.0,0.0,0.0
20.106085,-8.6290665,2.7899816,-0.063595369,-23.219999,7.2600002,23.73,38.92,1.0,0.0,0.0,0.0
20.147919,-8.6429567,2.7141218,0.0,-23.209999,7.0500002,27.28,42.33,1.0,0.0,0.0,0.0
20.194317,12.652203,-0.15518245,-0.12719074,32.060001,-0.37,16.69,30.84,1.0,0.0,0.0,0.0
20.283587,12.47656,-0.30236074,0.12719074,31.59,-0.72000003,14.83,29.3,1.0,0.0,0.0,0.0
20.291527,12.560616,-0.2114664,-0.063595369,31.75,-0.5,29.14,43.61,1.0,3.0,0.0,0.0
20.30011,-9.7834959,2.7330961,0.12719074,-25.73,6.9099998,21.27,35.25,1.0,0.0,0.0,0.0
20.301199,12.545024,-0.23902729,0.0,31.709999,-0.56999999,33.5,47.98,1.0,68.0,0.0,0.0
20.304493,12.535837,-0.26097503,0.063595369,31.690001,-0.62,29.16,43.63,1.0,25.0,0.0,0.0
20.346039,12.620817,-0.17289937,-0.12719074,31.809999,-0.41,23.17,37.79,1.0,0.0,0.0,0.0
20.38241,12.585763,-0.18857612,-0.063595369,31.690001,-0.44999999,37.74,52.65,1.0,78.0,0.0,0.0
20.385464,12.580929,-0.20108521,0.0,31.68,-0.47999999,42.14,57.05,1.0,100.0,0.0,0.0
20.386654,12.578422,-0.21124625,0.063595369,31.67,-0.5,37.6,52.65,1.0,82.0,0.0,0.0
20.388063,12.56413,-0.22688064,0.12719074,31.639999,-0.54000002,22.01,37.19,1.0,0.0,0.0,0.0
20.392584,12.632077,-0.13484836,-0.12719074,31.77,-0.31999999,20.62,34.93,1.0,0.0,0.0,0.0
20.414425,12.588437,-0.17356771,-0.063595369,31.65,-0.41,35.76,49.74,1.0,52.0,0.0,0.0
20.417227,12.583324,-0.18529545,0.0,31.639999,-0.44,40.34,54.14,1.0,100.0,0.0,0.0
20.418079,12.582112,-0.19435774,0.063595369,31.639999,-0.46000001,35.76,49.74,1.0,52.0,0.0,0.0
20.425293,12.575128,-0.23521785,0.12719074,31.610001,-0.56,20.17,34.32,1.0,0.0,0.0,0.0
20.473255,-9.9225826,2.6651499,0.12719074,-25.85,6.6799998,21.87,36.5,1.0,0.0,0.0,0.0
20.491114,-9.6975021,0.13986397,0.063595369,-25.32,0.34999999,28.58,42.56,1.0,3.0,0.0,0.0
20.571621,-9.9258518,-0.076474734,-0.063595369,-25.75,-0.19,25.2,39.67,1.0,0.0,0.0,0.0
20.601025,-9.8827038,0.058571294,0.063595369,-25.620001,0.14,26.28,41.06,1.0,0.0,0.0,0.0
20.603523,-9.8453026,0.019020407,0.0,-25.540001,0.039999999,29.06,43.68,1.0,0.0,0.0,0.0
20.786253,-8.3232517,-1.8602821,0.12719074,-21.82,-4.7399998,22.57,36.72,1.0,0.0,0.0,0.0
21.13228,-8.1037111,2.6244771,0.19078611,-20.98,6.6100001,17.7,31.85,1.0,0.0,0.0,0.0
21.20425,-8.1897936,2.8322968,0.12719074,-21.110001,7.0999999,21.87,36.5,1.0,0.0,0.0,0.0
21.304928,-8.1776762,2.4937527,0.19078611,-20.99,6.23,20.86,35.33,1.0,0.0,0.0,0.0
21.326603,-8.1621094,2.4178495,0.25438148,-20.940001,6.04,17.28,31.59,1.0,0.0,0.0,0.0
21.348816,-8.2629938,2.7628922,0.12719074,-21.15,6.8800001,18.23,32.7,1.0,0.0,0.0,0.0
21.401329,-8.2295551,2.525418,0.19078611,-21.030001,6.2800002,18.49,32.8,1.0,0.0,0.0,0.0
21.590393,-9.2069273,-0.78645563,-0.12719074,-23.09,-1.91,13.35,26.97,1.0,0.0,0.0,0.0
22.011415,11.459087,-0.23124373,-0.063595369,27.5,-0.52999997,26.43,40.58,1.0,0.0,0.0,0.0
22.012905,11.457774,-0.237461,0.0,27.49,-0.54000002,30.84,44.99,1.0,11.0,0.0,0.0
22.088245,11.531844,-0.10880437,0.12719074,27.559999,-0.25,19.45,33.76,1.0,0.0,0.0,0.0
22.09156,11.522691,-0.080754288,-0.12719074,27.540001,-0.18000001,19.72,33.87,1.0,0.0,0.0,0.0
22.094696,11.532019,-0.087376267,-0.063595369,27.559999,-0.2,35.7,49.68,1.0,74.0,0.0,0.0
